"N","Time","avg(X)","avg(Y)","avg(Z)","avg(omega)","avg(psi)","avg(vx)","avg(vy)","max(X)","max(Y)","max(Z)","max(omega)","max(psi)","max(vx)","max(vy)","med(X)","med(Y)","med(Z)","med(omega)","med(psi)","med(vx)","med(vy)","min(X)","min(Y)","min(Z)","min(omega)","min(psi)","min(vx)","min(vy)","q1(X)","q1(Y)","q1(Z)","q1(omega)","q1(psi)","q1(vx)","q1(vy)","q3(X)","q3(Y)","q3(Z)","q3(omega)","q3(psi)","q3(vx)","q3(vy)","std(X)","std(Y)","std(Z)","std(omega)","std(psi)","std(vx)","std(vy)","vtkValidPointMask"
1568,2078,0.50022,0.49938,0,-0.98909,-0.027904,0.011526,-0.00093886,1,1,0,26.863,4.0744e-06,1,0.42155,0.50286,0.5,0,0.098769,-0.015229,-0.041081,0,0,0,0,-53.604,-0.10442,-0.22257,-0.42122,0.24477,0.24909,0,-1.6173,-0.048572,-0.11379,-0.052174,0.74982,0.75013,0,0.40094,-0.0014791,-0.0003738,0.053508,0.29464,0.29443,0,4.2466,0.030741,0.24938,0.14115,1
1568,2079,0.50022,0.49938,0,-0.98909,-0.027904,0.011526,-0.00093886,1,1,0,26.863,4.0745e-06,1,0.42155,0.50286,0.5,0,0.098772,-0.015229,-0.041082,0,0,0,0,-53.604,-0.10442,-0.22257,-0.42122,0.24477,0.24909,0,-1.6173,-0.048573,-0.11379,-0.052175,0.74982,0.75013,0,0.40095,-0.0014792,-0.0003738,0.053508,0.29464,0.29443,0,4.2466,0.030741,0.24938,0.14115,1
1568,2080,0.50022,0.49938,0,-0.98909,-0.027904,0.011526,-0.00093887,1,1,0,26.863,4.0747e-06,1,0.42155,0.50286,0.5,0,0.098775,-0.01523,-0.041083,0,0,0,0,-53.604,-0.10442,-0.22257,-0.42123,0.24477,0.24909,0,-1.6173,-0.048574,-0.1138,-0.052177,0.74982,0.75013,0,0.40096,-0.0014792,-0.0003738,0.053508,0.29464,0.29443,0,4.2466,0.030741,0.24938,0.14115,1
1568,2081,0.50022,0.49938,0,-0.98909,-0.027904,0.011526,-0.00093888,1,1,0,26.863,4.0748e-06,1,0.42155,0.50286,0.5,0,0.098778,-0.01523,-0.041084,0,0,0,0,-53.604,-0.10442,-0.22257,-0.42123,0.24477,0.24909,0,-1.6173,-0.048574,-0.1138,-0.052178,0.74982,0.75013,0,0.40096,-0.0014792,-0.0003738,0.053509,0.29464,0.29443,0,4.2466,0.030741,0.24939,0.14115,1
1568,2082,0.50022,0.49938,0,-0.98909,-0.027905,0.011526,-0.00093889,1,1,0,26.863,4.075e-06,1,0.42155,0.50286,0.5,0,0.098781,-0.01523,-0.041084,0,0,0,0,-53.604,-0.10442,-0.22257,-0.42123,0.24477,0.24909,0,-1.6173,-0.048575,-0.1138,-0.052179,0.74982,0.75013,0,0.40097,-0.0014792,-0.0003738,0.053509,0.29464,0.29443,0,4.2466,0.030741,0.24939,0.14115,1
1568,2083,0.50022,0.49938,0,-0.98909,-0.027905,0.011526,-0.0009389,1,1,0,26.863,4.0751e-06,1,0.42155,0.50286,0.5,0,0.098784,-0.01523,-0.041085,0,0,0,0,-53.604,-0.10442,-0.22257,-0.42123,0.24477,0.24909,0,-1.6173,-0.048576,-0.1138,-0.052181,0.74982,0.75013,0,0.40098,-0.0014792,-0.0003738,0.05351,0.29464,0.29443,0,4.2466,0.030741,0.24939,0.14115,1
1568,2084,0.50022,0.49938,0,-0.98909,-0.027905,0.011526,-0.00093891,1,1,0,26.863,4.0753e-06,1,0.42155,0.50286,0.5,0,0.098787,-0.01523,-0.041086,0,0,0,0,-53.604,-0.10442,-0.22257,-0.42123,0.24477,0.24909,0,-1.6173,-0.048577,-0.1138,-0.052182,0.74982,0.75013,0,0.40098,-0.0014793,-0.0003738,0.05351,0.29464,0.29443,0,4.2466,0.030741,0.24939,0.14115,1
1568,2085,0.50022,0.49938,0,-0.98909,-0.027905,0.011526,-0.00093891,1,1,0,26.863,4.0754e-06,1,0.42155,0.50286,0.5,0,0.09879,-0.015231,-0.041087,0,0,0,0,-53.604,-0.10442,-0.22256,-0.42123,0.24477,0.24909,0,-1.6173,-0.048577,-0.1138,-0.052183,0.74982,0.75013,0,0.40099,-0.0014793,-0.0003738,0.05351,0.29464,0.29443,0,4.2466,0.030742,0.24939,0.14115,1
1568,2086,0.50022,0.49938,0,-0.98909,-0.027906,0.011526,-0.00093892,1,1,0,26.863,4.0755e-06,1,0.42155,0.50286,0.5,0,0.098793,-0.015231,-0.041087,0,0,0,0,-53.604,-0.10443,-0.22256,-0.42123,0.24477,0.24909,0,-1.6173,-0.048578,-0.11381,-0.052184,0.74982,0.75013,0,0.401,-0.0014793,-0.0003738,0.053511,0.29464,0.29443,0,4.2466,0.030742,0.24939,0.14115,1
1568,2087,0.50022,0.49938,0,-0.98909,-0.027906,0.011526,-0.00093893,1,1,0,26.863,4.0757e-06,1,0.42155,0.50286,0.5,0,0.098796,-0.015231,-0.041088,0,0,0,0,-53.604,-0.10443,-0.22256,-0.42123,0.24477,0.24909,0,-1.6173,-0.048579,-0.11381,-0.052186,0.74982,0.75013,0,0.401,-0.0014793,-0.0003738,0.053511,0.29464,0.29443,0,4.2466,0.030742,0.24939,0.14116,1
1568,2088,0.50022,0.49938,0,-0.98909,-0.027906,0.011526,-0.00093894,1,1,0,26.863,4.0758e-06,1,0.42155,0.50286,0.5,0,0.098799,-0.015231,-0.041089,0,0,0,0,-53.604,-0.10443,-0.22256,-0.42123,0.24477,0.24909,0,-1.6173,-0.04858,-0.11381,-0.052187,0.74982,0.75013,0,0.40101,-0.0014793,-0.0003738,0.053511,0.29464,0.29443,0,4.2466,0.030742,0.24939,0.14116,1
1568,2089,0.50022,0.49938,0,-0.98909,-0.027906,0.011526,-0.00093895,1,1,0,26.863,4.076e-06,1,0.42155,0.50286,0.5,0,0.098798,-0.015231,-0.04109,0,0,0,0,-53.604,-0.10443,-0.22256,-0.42123,0.24477,0.24909,0,-1.6173,-0.04858,-0.11381,-0.052188,0.74982,0.75013,0,0.40102,-0.0014794,-0.0003738,0.053512,0.29464,0.29443,0,4.2466,0.030742,0.24939,0.14116,1
1568,2090,0.50022,0.49938,0,-0.98908,-0.027907,0.011526,-0.00093896,1,1,0,26.863,4.0761e-06,1,0.42155,0.50286,0.5,0,0.098791,-0.015232,-0.04109,0,0,0,0,-53.604,-0.10443,-0.22256,-0.42123,0.24477,0.24909,0,-1.6173,-0.048581,-0.11381,-0.05219,0.74982,0.75013,0,0.40102,-0.0014794,-0.0003738,0.053512,0.29464,0.29443,0,4.2466,0.030742,0.24939,0.14116,1
1568,2091,0.50022,0.49938,0,-0.98908,-0.027907,0.011526,-0.00093896,1,1,0,26.863,4.0763e-06,1,0.42155,0.50286,0.5,0,0.098785,-0.015232,-0.041091,0,0,0,0,-53.604,-0.10443,-0.22256,-0.42123,0.24477,0.24909,0,-1.6173,-0.048582,-0.11381,-0.052191,0.74982,0.75013,0,0.40103,-0.0014794,-0.0003738,0.053512,0.29464,0.29443,0,4.2466,0.030743,0.24939,0.14116,1
1568,2092,0.50022,0.49938,0,-0.98908,-0.027907,0.011526,-0.00093897,1,1,0,26.863,4.0764e-06,1,0.42155,0.50286,0.5,0,0.098779,-0.015232,-0.041092,0,0,0,0,-53.604,-0.10443,-0.22256,-0.42123,0.24477,0.24909,0,-1.6172,-0.048582,-0.11382,-0.052192,0.74982,0.75013,0,0.40104,-0.0014794,-0.0003738,0.053513,0.29464,0.29443,0,4.2466,0.030743,0.24939,0.14116,1
1568,2093,0.50022,0.49938,0,-0.98908,-0.027907,0.011526,-0.00093898,1,1,0,26.863,4.0766e-06,1,0.42155,0.50286,0.5,0,0.098772,-0.015232,-0.041092,0,0,0,0,-53.604,-0.10443,-0.22255,-0.42123,0.24477,0.24909,0,-1.6172,-0.048583,-0.11382,-0.052194,0.74982,0.75013,0,0.40104,-0.0014794,-0.0003738,0.053513,0.29464,0.29443,0,4.2466,0.030743,0.24939,0.14116,1
1568,2094,0.50022,0.49938,0,-0.98908,-0.027908,0.011526,-0.00093899,1,1,0,26.863,4.0767e-06,1,0.42155,0.50286,0.5,0,0.098766,-0.015232,-0.041093,0,0,0,0,-53.604,-0.10443,-0.22255,-0.42123,0.24477,0.24909,0,-1.6172,-0.048584,-0.11382,-0.052195,0.74982,0.75013,0,0.40105,-0.0014795,-0.0003738,0.053513,0.29464,0.29443,0,4.2466,0.030743,0.24939,0.14116,1
1568,2095,0.50022,0.49938,0,-0.98908,-0.027908,0.011526,-0.000939,1,1,0,26.863,4.0768e-06,1,0.42155,0.50286,0.5,0,0.09876,-0.015233,-0.041094,0,0,0,0,-53.604,-0.10443,-0.22255,-0.42123,0.24477,0.24909,0,-1.6172,-0.048585,-0.11382,-0.052196,0.74982,0.75013,0,0.40106,-0.0014795,-0.0003738,0.053514,0.29464,0.29443,0,4.2466,0.030743,0.24939,0.14116,1
1568,2096,0.50022,0.49938,0,-0.98908,-0.027908,0.011526,-0.000939,1,1,0,26.863,4.077e-06,1,0.42155,0.50286,0.5,0,0.098753,-0.015233,-0.041095,0,0,0,0,-53.604,-0.10443,-0.22255,-0.42123,0.24477,0.24909,0,-1.6172,-0.048585,-0.11382,-0.052197,0.74982,0.75013,0,0.40106,-0.0014795,-0.0003738,0.053514,0.29464,0.29443,0,4.2466,0.030743,0.24939,0.14116,1
1568,2097,0.50022,0.49938,0,-0.98908,-0.027908,0.011526,-0.00093901,1,1,0,26.863,4.0771e-06,1,0.42155,0.50286,0.5,0,0.098747,-0.015233,-0.041095,0,0,0,0,-53.604,-0.10443,-0.22255,-0.42123,0.24477,0.24909,0,-1.6172,-0.048586,-0.11382,-0.052199,0.74982,0.75013,0,0.40107,-0.0014795,-0.0003738,0.053515,0.29464,0.29443,0,4.2466,0.030744,0.24939,0.14117,1
1568,2098,0.50022,0.49938,0,-0.98908,-0.027909,0.011526,-0.00093902,1,1,0,26.863,4.0773e-06,1,0.42155,0.50286,0.5,0,0.098741,-0.015233,-0.041096,0,0,0,0,-53.604,-0.10443,-0.22255,-0.42123,0.24477,0.24909,0,-1.6172,-0.048587,-0.11383,-0.0522,0.74982,0.75013,0,0.40107,-0.0014795,-0.0003738,0.053515,0.29464,0.29443,0,4.2466,0.030744,0.24939,0.14117,1
1568,2099,0.50022,0.49938,0,-0.98908,-0.027909,0.011526,-0.00093903,1,1,0,26.863,4.0774e-06,1,0.42155,0.50286,0.5,0,0.098735,-0.015233,-0.041097,0,0,0,0,-53.604,-0.10443,-0.22255,-0.42123,0.24477,0.24909,0,-1.6172,-0.048587,-0.11383,-0.052201,0.74982,0.75013,0,0.40108,-0.0014796,-0.0003738,0.053515,0.29464,0.29443,0,4.2466,0.030744,0.24939,0.14117,1
1568,2100,0.50022,0.49938,0,-0.98908,-0.027909,0.011526,-0.00093904,1,1,0,26.863,4.0776e-06,1,0.42155,0.50286,0.5,0,0.098729,-0.015234,-0.041097,0,0,0,0,-53.604,-0.10443,-0.22255,-0.42123,0.24477,0.24909,0,-1.6172,-0.048588,-0.11383,-0.052203,0.74982,0.75013,0,0.40109,-0.0014796,-0.0003738,0.053516,0.29464,0.29443,0,4.2466,0.030744,0.24939,0.14117,1
1568,2101,0.50022,0.49938,0,-0.98908,-0.027909,0.011526,-0.00093905,1,1,0,26.863,4.0777e-06,1,0.42155,0.50286,0.5,0,0.098722,-0.015234,-0.041098,0,0,0,0,-53.604,-0.10443,-0.22254,-0.42123,0.24477,0.24909,0,-1.6172,-0.048589,-0.11383,-0.052204,0.74982,0.75013,0,0.40109,-0.0014796,-0.0003738,0.053516,0.29464,0.29443,0,4.2466,0.030744,0.24939,0.14117,1
1568,2102,0.50022,0.49938,0,-0.98908,-0.027909,0.011526,-0.00093905,1,1,0,26.863,4.0778e-06,1,0.42155,0.50286,0.5,0,0.098716,-0.015234,-0.041099,0,0,0,0,-53.604,-0.10443,-0.22254,-0.42123,0.24477,0.24909,0,-1.6172,-0.048589,-0.11383,-0.052205,0.74982,0.75013,0,0.4011,-0.0014796,-0.00037379,0.053516,0.29464,0.29443,0,4.2466,0.030744,0.24939,0.14117,1
1568,2103,0.50022,0.49938,0,-0.98908,-0.02791,0.011526,-0.00093906,1,1,0,26.863,4.078e-06,1,0.42155,0.50286,0.5,0,0.09871,-0.015234,-0.0411,0,0,0,0,-53.604,-0.10443,-0.22254,-0.42123,0.24477,0.24909,0,-1.6172,-0.04859,-0.11383,-0.052206,0.74982,0.75013,0,0.40111,-0.0014796,-0.00037379,0.053517,0.29464,0.29443,0,4.2466,0.030744,0.24939,0.14117,1
1568,2104,0.50022,0.49938,0,-0.98908,-0.02791,0.011526,-0.00093907,1,1,0,26.863,4.0781e-06,1,0.42155,0.50286,0.5,0,0.098704,-0.015234,-0.0411,0,0,0,0,-53.604,-0.10443,-0.22254,-0.42123,0.24477,0.24909,0,-1.6172,-0.048591,-0.11384,-0.052208,0.74982,0.75013,0,0.40111,-0.0014797,-0.00037379,0.053517,0.29464,0.29443,0,4.2466,0.030745,0.24939,0.14117,1
1568,2105,0.50022,0.49938,0,-0.98908,-0.02791,0.011526,-0.00093908,1,1,0,26.863,4.0783e-06,1,0.42155,0.50286,0.5,0,0.098698,-0.015234,-0.041101,0,0,0,0,-53.604,-0.10443,-0.22254,-0.42123,0.24477,0.24909,0,-1.6172,-0.048591,-0.11384,-0.052209,0.74982,0.75013,0,0.40112,-0.0014797,-0.00037379,0.053517,0.29464,0.29443,0,4.2466,0.030745,0.24939,0.14117,1
1568,2106,0.50022,0.49938,0,-0.98908,-0.02791,0.011526,-0.00093909,1,1,0,26.863,4.0784e-06,1,0.42155,0.50286,0.5,0,0.098692,-0.015235,-0.041102,0,0,0,0,-53.604,-0.10444,-0.22254,-0.42123,0.24477,0.24909,0,-1.6172,-0.048592,-0.11384,-0.05221,0.74982,0.75013,0,0.40112,-0.0014797,-0.00037379,0.053518,0.29464,0.29443,0,4.2466,0.030745,0.24939,0.14117,1
1568,2107,0.50022,0.49938,0,-0.98908,-0.027911,0.011526,-0.00093909,1,1,0,26.863,4.0785e-06,1,0.42155,0.50286,0.5,0,0.098685,-0.015235,-0.041102,0,0,0,0,-53.604,-0.10444,-0.22254,-0.42123,0.24477,0.24909,0,-1.6172,-0.048593,-0.11384,-0.052211,0.74982,0.75013,0,0.40113,-0.0014797,-0.00037379,0.053518,0.29464,0.29443,0,4.2466,0.030745,0.24939,0.14118,1
1568,2108,0.50022,0.49938,0,-0.98908,-0.027911,0.011526,-0.0009391,1,1,0,26.863,4.0787e-06,1,0.42155,0.50286,0.5,0,0.098679,-0.015235,-0.041103,0,0,0,0,-53.604,-0.10444,-0.22254,-0.42123,0.24477,0.24909,0,-1.6171,-0.048594,-0.11384,-0.052213,0.74982,0.75013,0,0.40114,-0.0014797,-0.00037379,0.053518,0.29464,0.29443,0,4.2466,0.030745,0.24939,0.14118,1
1568,2109,0.50022,0.49938,0,-0.98908,-0.027911,0.011526,-0.00093911,1,1,0,26.863,4.0788e-06,1,0.42155,0.50286,0.5,0,0.098673,-0.015235,-0.041104,0,0,0,0,-53.604,-0.10444,-0.22254,-0.42123,0.24477,0.24909,0,-1.6171,-0.048594,-0.11384,-0.052214,0.74982,0.75013,0,0.40114,-0.0014797,-0.00037379,0.053519,0.29464,0.29443,0,4.2466,0.030745,0.24939,0.14118,1
1568,2110,0.50022,0.49938,0,-0.98908,-0.027911,0.011526,-0.00093912,1,1,0,26.863,4.079e-06,1,0.42155,0.50286,0.5,0,0.098667,-0.015235,-0.041104,0,0,0,0,-53.604,-0.10444,-0.22253,-0.42123,0.24477,0.24909,0,-1.6171,-0.048595,-0.11385,-0.052215,0.74982,0.75013,0,0.40115,-0.0014798,-0.00037379,0.053519,0.29464,0.29443,0,4.2466,0.030746,0.24939,0.14118,1
1568,2111,0.50022,0.49938,0,-0.98908,-0.027912,0.011526,-0.00093912,1,1,0,26.863,4.0791e-06,1,0.42155,0.50286,0.5,0,0.098661,-0.015236,-0.041105,0,0,0,0,-53.604,-0.10444,-0.22253,-0.42123,0.24477,0.24909,0,-1.6171,-0.048596,-0.11385,-0.052216,0.74982,0.75013,0,0.40116,-0.0014798,-0.00037379,0.053519,0.29464,0.29443,0,4.2466,0.030746,0.24939,0.14118,1
1568,2112,0.50022,0.49938,0,-0.98908,-0.027912,0.011526,-0.00093913,1,1,0,26.863,4.0792e-06,1,0.42155,0.50286,0.5,0,0.098655,-0.015236,-0.041106,0,0,0,0,-53.604,-0.10444,-0.22253,-0.42123,0.24477,0.24909,0,-1.6171,-0.048596,-0.11385,-0.052218,0.74982,0.75013,0,0.40116,-0.0014798,-0.00037379,0.05352,0.29464,0.29443,0,4.2466,0.030746,0.24939,0.14118,1
1568,2113,0.50022,0.49938,0,-0.98908,-0.027912,0.011526,-0.00093914,1,1,0,26.863,4.0794e-06,1,0.42155,0.50286,0.5,0,0.098649,-0.015236,-0.041106,0,0,0,0,-53.604,-0.10444,-0.22253,-0.42123,0.24477,0.24909,0,-1.6171,-0.048597,-0.11385,-0.052219,0.74982,0.75013,0,0.40117,-0.0014798,-0.00037379,0.05352,0.29464,0.29443,0,4.2466,0.030746,0.24939,0.14118,1
1568,2114,0.50022,0.49938,0,-0.98908,-0.027912,0.011526,-0.00093915,1,1,0,26.863,4.0795e-06,1,0.42156,0.50286,0.5,0,0.098643,-0.015236,-0.041107,0,0,0,0,-53.604,-0.10444,-0.22253,-0.42123,0.24477,0.24909,0,-1.6171,-0.048598,-0.11385,-0.05222,0.74982,0.75013,0,0.40117,-0.0014798,-0.00037379,0.05352,0.29464,0.29443,0,4.2466,0.030746,0.24939,0.14118,1
1568,2115,0.50022,0.49938,0,-0.98908,-0.027913,0.011526,-0.00093916,1,1,0,26.863,4.0796e-06,1,0.42156,0.50286,0.5,0,0.098637,-0.015236,-0.041108,0,0,0,0,-53.604,-0.10444,-0.22253,-0.42123,0.24477,0.24909,0,-1.6171,-0.048598,-0.11385,-0.052221,0.74982,0.75013,0,0.40118,-0.0014799,-0.00037379,0.053521,0.29464,0.29443,0,4.2466,0.030746,0.24939,0.14118,1
1568,2116,0.50022,0.49938,0,-0.98908,-0.027913,0.011526,-0.00093916,1,1,0,26.863,4.0798e-06,1,0.42156,0.50286,0.5,0,0.098631,-0.015237,-0.041109,0,0,0,0,-53.604,-0.10444,-0.22253,-0.42123,0.24477,0.24909,0,-1.6171,-0.048599,-0.11386,-0.052223,0.74982,0.75013,0,0.40119,-0.0014799,-0.00037379,0.053521,0.29464,0.29443,0,4.2466,0.030746,0.24939,0.14118,1
1568,2117,0.50022,0.49938,0,-0.98908,-0.027913,0.011526,-0.00093917,1,1,0,26.863,4.0799e-06,1,0.42156,0.50286,0.5,0,0.098625,-0.015237,-0.041109,0,0,0,0,-53.604,-0.10444,-0.22253,-0.42123,0.24477,0.24909,0,-1.6171,-0.0486,-0.11386,-0.052224,0.74982,0.75013,0,0.40119,-0.0014799,-0.00037379,0.053521,0.29464,0.29443,0,4.2466,0.030747,0.24939,0.14119,1
1568,2118,0.50022,0.49938,0,-0.98908,-0.027913,0.011526,-0.00093918,1,1,0,26.863,4.0801e-06,1,0.42156,0.50286,0.5,0,0.098619,-0.015237,-0.04111,0,0,0,0,-53.604,-0.10444,-0.22253,-0.42123,0.24477,0.24909,0,-1.6171,-0.0486,-0.11386,-0.052225,0.74982,0.75013,0,0.4012,-0.0014799,-0.00037379,0.053522,0.29464,0.29443,0,4.2466,0.030747,0.24939,0.14119,1
1568,2119,0.50022,0.49938,0,-0.98908,-0.027913,0.011526,-0.00093919,1,1,0,26.863,4.0802e-06,1,0.42156,0.50286,0.5,0,0.098613,-0.015237,-0.041111,0,0,0,0,-53.604,-0.10444,-0.22252,-0.42123,0.24477,0.24909,0,-1.6171,-0.048601,-0.11386,-0.052226,0.74982,0.75013,0,0.4012,-0.0014799,-0.00037379,0.053522,0.29464,0.29443,0,4.2466,0.030747,0.24939,0.14119,1
1568,2120,0.50022,0.49938,0,-0.98908,-0.027914,0.011526,-0.00093919,1,1,0,26.863,4.0803e-06,1,0.42156,0.50286,0.5,0,0.098607,-0.015237,-0.041111,0,0,0,0,-53.604,-0.10444,-0.22252,-0.42123,0.24477,0.24909,0,-1.6171,-0.048602,-0.11386,-0.052228,0.74982,0.75013,0,0.40121,-0.0014799,-0.00037379,0.053522,0.29464,0.29443,0,4.2466,0.030747,0.24939,0.14119,1
1568,2121,0.50022,0.49938,0,-0.98908,-0.027914,0.011526,-0.0009392,1,1,0,26.863,4.0805e-06,1,0.42156,0.50286,0.5,0,0.098601,-0.015237,-0.041112,0,0,0,0,-53.604,-0.10444,-0.22252,-0.42123,0.24477,0.24909,0,-1.6171,-0.048602,-0.11386,-0.052229,0.74982,0.75013,0,0.40122,-0.00148,-0.00037379,0.053523,0.29464,0.29443,0,4.2466,0.030747,0.24939,0.14119,1
1568,2122,0.50022,0.49938,0,-0.98908,-0.027914,0.011526,-0.00093921,1,1,0,26.863,4.0806e-06,1,0.42156,0.50286,0.5,0,0.098595,-0.015238,-0.041113,0,0,0,0,-53.604,-0.10444,-0.22252,-0.42123,0.24477,0.24909,0,-1.6171,-0.048603,-0.11387,-0.05223,0.74982,0.75013,0,0.40122,-0.00148,-0.00037379,0.053523,0.29464,0.29443,0,4.2466,0.030747,0.24939,0.14119,1
1568,2123,0.50022,0.49938,0,-0.98908,-0.027914,0.011526,-0.00093922,1,1,0,26.863,4.0807e-06,1,0.42156,0.50286,0.5,0,0.098589,-0.015238,-0.041113,0,0,0,0,-53.604,-0.10444,-0.22252,-0.42123,0.24477,0.24909,0,-1.6171,-0.048604,-0.11387,-0.052231,0.74982,0.75013,0,0.40123,-0.00148,-0.00037379,0.053523,0.29464,0.29443,0,4.2466,0.030747,0.24939,0.14119,1
1568,2124,0.50022,0.49938,0,-0.98908,-0.027915,0.011526,-0.00093923,1,1,0,26.863,4.0809e-06,1,0.42156,0.50286,0.5,0,0.098583,-0.015238,-0.041114,0,0,0,0,-53.604,-0.10444,-0.22252,-0.42123,0.24477,0.24909,0,-1.6171,-0.048604,-0.11387,-0.052232,0.74982,0.75013,0,0.40123,-0.00148,-0.00037379,0.053524,0.29464,0.29443,0,4.2466,0.030748,0.2494,0.14119,1
1568,2125,0.50022,0.49938,0,-0.98908,-0.027915,0.011525,-0.00093923,1,1,0,26.863,4.081e-06,1,0.42156,0.50286,0.5,0,0.098577,-0.015238,-0.041115,0,0,0,0,-53.604,-0.10444,-0.22252,-0.42123,0.24477,0.24909,0,-1.617,-0.048605,-0.11387,-0.052234,0.74982,0.75013,0,0.40124,-0.00148,-0.00037379,0.053524,0.29464,0.29443,0,4.2466,0.030748,0.2494,0.14119,1
1568,2126,0.50022,0.49938,0,-0.98908,-0.027915,0.011525,-0.00093924,1,1,0,26.863,4.0811e-06,1,0.42156,0.50286,0.5,0,0.098571,-0.015238,-0.041115,0,0,0,0,-53.604,-0.10444,-0.22252,-0.42123,0.24477,0.24909,0,-1.617,-0.048606,-0.11387,-0.052235,0.74982,0.75013,0,0.40125,-0.0014801,-0.00037378,0.053524,0.29464,0.29443,0,4.2466,0.030748,0.2494,0.14119,1
1568,2127,0.50022,0.49938,0,-0.98908,-0.027915,0.011525,-0.00093925,1,1,0,26.863,4.0813e-06,1,0.42156,0.50286,0.5,0,0.098565,-0.015239,-0.041116,0,0,0,0,-53.604,-0.10445,-0.22251,-0.42123,0.24477,0.24909,0,-1.617,-0.048606,-0.11387,-0.052236,0.74982,0.75013,0,0.40125,-0.0014801,-0.00037378,0.053525,0.29464,0.29443,0,4.2466,0.030748,0.2494,0.14119,1
1568,2128,0.50022,0.49938,0,-0.98908,-0.027915,0.011525,-0.00093926,1,1,0,26.863,4.0814e-06,1,0.42156,0.50286,0.5,0,0.09856,-0.015239,-0.041117,0,0,0,0,-53.604,-0.10445,-0.22251,-0.42123,0.24477,0.24909,0,-1.617,-0.048607,-0.11387,-0.052237,0.74982,0.75013,0,0.40126,-0.0014801,-0.00037378,0.053525,0.29464,0.29443,0,4.2466,0.030748,0.2494,0.1412,1
1568,2129,0.50022,0.49938,0,-0.98908,-0.027916,0.011525,-0.00093926,1,1,0,26.863,4.0815e-06,1,0.42156,0.50286,0.5,0,0.098554,-0.015239,-0.041117,0,0,0,0,-53.604,-0.10445,-0.22251,-0.42123,0.24477,0.24909,0,-1.617,-0.048608,-0.11388,-0.052238,0.74982,0.75013,0,0.40126,-0.0014801,-0.00037378,0.053525,0.29464,0.29443,0,4.2466,0.030748,0.2494,0.1412,1
1568,2130,0.50022,0.49938,0,-0.98908,-0.027916,0.011525,-0.00093927,1,1,0,26.863,4.0817e-06,1,0.42156,0.50286,0.5,0,0.098548,-0.015239,-0.041118,0,0,0,0,-53.604,-0.10445,-0.22251,-0.42123,0.24477,0.24909,0,-1.617,-0.048608,-0.11388,-0.05224,0.74982,0.75013,0,0.40127,-0.0014801,-0.00037378,0.053526,0.29464,0.29443,0,4.2466,0.030748,0.2494,0.1412,1
1568,2131,0.50022,0.49938,0,-0.98908,-0.027916,0.011525,-0.00093928,1,1,0,26.863,4.0818e-06,1,0.42156,0.50286,0.5,0,0.098542,-0.015239,-0.041119,0,0,0,0,-53.604,-0.10445,-0.22251,-0.42123,0.24477,0.24909,0,-1.617,-0.048609,-0.11388,-0.052241,0.74982,0.75013,0,0.40128,-0.0014801,-0.00037378,0.053526,0.29464,0.29443,0,4.2466,0.030749,0.2494,0.1412,1
1568,2132,0.50022,0.49938,0,-0.98908,-0.027916,0.011525,-0.00093929,1,1,0,26.863,4.0819e-06,1,0.42156,0.50286,0.5,0,0.098536,-0.015239,-0.041119,0,0,0,0,-53.604,-0.10445,-0.22251,-0.42123,0.24477,0.24909,0,-1.617,-0.04861,-0.11388,-0.052242,0.74982,0.75013,0,0.40128,-0.0014802,-0.00037378,0.053526,0.29464,0.29443,0,4.2466,0.030749,0.2494,0.1412,1
1568,2133,0.50022,0.49938,0,-0.98908,-0.027917,0.011525,-0.00093929,1,1,0,26.863,4.0821e-06,1,0.42156,0.50286,0.5,0,0.09853,-0.01524,-0.04112,0,0,0,0,-53.604,-0.10445,-0.22251,-0.42123,0.24477,0.24909,0,-1.617,-0.04861,-0.11388,-0.052243,0.74982,0.75013,0,0.40129,-0.0014802,-0.00037378,0.053526,0.29464,0.29443,0,4.2466,0.030749,0.2494,0.1412,1
1568,2134,0.50022,0.49938,0,-0.98908,-0.027917,0.011525,-0.0009393,1,1,0,26.863,4.0822e-06,1,0.42156,0.50286,0.5,0,0.098525,-0.01524,-0.041119,0,0,0,0,-53.604,-0.10445,-0.22251,-0.42123,0.24477,0.24909,0,-1.617,-0.048611,-0.11388,-0.052244,0.74982,0.75013,0,0.40129,-0.0014802,-0.00037378,0.053527,0.29464,0.29443,0,4.2466,0.030749,0.2494,0.1412,1
1568,2135,0.50022,0.49938,0,-0.98908,-0.027917,0.011525,-0.00093931,1,1,0,26.863,4.0823e-06,1,0.42156,0.50286,0.5,0,0.098519,-0.01524,-0.041117,0,0,0,0,-53.604,-0.10445,-0.22251,-0.42123,0.24477,0.24909,0,-1.617,-0.048611,-0.11389,-0.052246,0.74982,0.75013,0,0.4013,-0.0014802,-0.00037378,0.053527,0.29464,0.29443,0,4.2466,0.030749,0.2494,0.1412,1
1568,2136,0.50022,0.49938,0,-0.98908,-0.027917,0.011525,-0.00093932,1,1,0,26.863,4.0825e-06,1,0.42156,0.50286,0.5,0,0.098513,-0.01524,-0.041116,0,0,0,0,-53.604,-0.10445,-0.2225,-0.42123,0.24477,0.24909,0,-1.617,-0.048612,-0.11389,-0.052247,0.74982,0.75013,0,0.4013,-0.0014802,-0.00037378,0.053527,0.29464,0.29443,0,4.2466,0.030749,0.2494,0.1412,1
