"N","Time","avg(X)","avg(Y)","avg(Z)","avg(omega)","avg(psi)","avg(vx)","avg(vy)","max(X)","max(Y)","max(Z)","max(omega)","max(psi)","max(vx)","max(vy)","med(X)","med(Y)","med(Z)","med(omega)","med(psi)","med(vx)","med(vy)","min(X)","min(Y)","min(Z)","min(omega)","min(psi)","min(vx)","min(vy)","q1(X)","q1(Y)","q1(Z)","q1(omega)","q1(psi)","q1(vx)","q1(vy)","q3(X)","q3(Y)","q3(Z)","q3(omega)","q3(psi)","q3(vx)","q3(vy)","std(X)","std(Y)","std(Z)","std(omega)","std(psi)","std(vx)","std(vy)","vtkValidPointMask"
1568,0,0.50022,0.49938,0,-1.5103,-0.0026353,0.015354,-4.7851e-05,1,1,0,14.889,2.6533e-17,1,0.13668,0.50286,0.5,0,-1.1638e-22,-0.0014168,-0.0052118,0,0,0,0,-75.26,-0.012941,-0.15353,-0.12593,0.24477,0.24909,0,-4.802e-10,-0.0039948,-0.012603,-0.003609,0.74982,0.75013,0,2.3811e-12,-0.00036319,-0.0024056,0.0034687,0.29464,0.29443,0,8.6594,0.0029457,0.14875,0.015066,1
1568,1,0.50022,0.49938,0,-1.3467,-0.0036622,0.014017,-8.2925e-05,1,1,0,16.769,8.8526e-18,1,0.20993,0.50286,0.5,0,0.00053289,-0.0019144,-0.007338,0,0,0,0,-65.29,-0.017261,-0.1847,-0.17618,0.24477,0.24909,0,-0.0038145,-0.0055629,-0.018336,-0.0051036,0.74982,0.75013,0,0.007963,-0.00045749,-0.0032306,0.0048845,0.29464,0.29443,0,7.1331,0.0041522,0.15376,0.021629,1
1568,2,0.50022,0.49938,0,-1.2702,-0.0043349,0.013443,-0.00010798,1,1,0,20.968,7.3228e-18,1,0.25215,0.50286,0.5,0,0.00034686,-0.0022462,-0.0086884,0,0,0,0,-60.389,-0.020189,-0.18434,-0.21085,0.24477,0.24909,0,-0.0070738,-0.0065903,-0.022095,-0.00616,0.74982,0.75013,0,0.009718,-0.00052211,-0.003652,0.0059122,0.29464,0.29443,0,6.4843,0.0049434,0.15762,0.025766,1
1568,3,0.50022,0.49938,0,-1.2239,-0.0048521,0.013126,-0.00012765,1,1,0,23.195,2.9383e-17,1,0.27914,0.50286,0.5,0,0.0011954,-0.0024865,-0.0097468,0,0,0,0,-57.59,-0.022772,-0.1786,-0.23375,0.24477,0.24909,0,-0.0079309,-0.0073979,-0.024426,-0.0068312,0.74982,0.75013,0,0.016288,-0.00055157,-0.0040433,0.0067109,0.29464,0.29443,0,6.1224,0.0055509,0.1607,0.028805,1
1568,4,0.50022,0.49938,0,-1.1922,-0.0052815,0.012925,-0.00014393,1,1,0,24.577,2.6981e-17,1,0.29782,0.50286,0.5,0,0.0016151,-0.0026693,-0.010422,0,0,0,0,-55.903,-0.024816,-0.17879,-0.25013,0.24477,0.24909,0,-0.0095666,-0.0080782,-0.026304,-0.0073403,0.74982,0.75013,0,0.021182,-0.00058792,-0.0041171,0.0073119,0.29464,0.29443,0,5.8841,0.0060545,0.16327,0.031236,1
1568,5,0.50022,0.49938,0,-1.1691,-0.0056538,0.012785,-0.00015765,1,1,0,25.491,4.6382e-17,1,0.3115,0.50286,0.5,0,0.0022352,-0.0028596,-0.011097,0,0,0,0,-54.858,-0.026504,-0.17519,-0.2624,0.24477,0.24909,0,-0.010421,-0.0086841,-0.028086,-0.0080093,0.74982,0.75013,0,0.026888,-0.0006129,-0.0041219,0.0078434,0.29464,0.29443,0,5.7108,0.0064909,0.16549,0.033291,1
1568,6,0.50022,0.49938,0,-1.1515,-0.0059859,0.01268,-0.00016932,1,1,0,26.111,1.3122e-07,1,0.32195,0.50286,0.5,0,0.0023121,-0.0030305,-0.01162,0,0,0,0,-54.2,-0.02794,-0.16962,-0.27192,0.24477,0.24909,0,-0.011762,-0.0092397,-0.029566,-0.0085382,0.74982,0.75013,0,0.028498,-0.00063776,-0.0042254,0.0084797,0.29464,0.29443,0,5.5769,0.0068801,0.16746,0.03509,1
1568,7,0.50022,0.49938,0,-1.1376,-0.0062877,0.012598,-0.00017934,1,1,0,26.535,2.6945e-07,1,0.33019,0.50286,0.5,0,0.0025597,-0.0031771,-0.012129,0,0,0,0,-53.78,-0.029189,-0.16359,-0.27947,0.24477,0.24909,0,-0.011803,-0.0097138,-0.030971,-0.0090715,0.74982,0.75013,0,0.031588,-0.00066087,-0.0042642,0.0090287,0.29464,0.29443,0,5.4692,0.0072339,0.16925,0.036704,1
1568,8,0.50022,0.49938,0,-1.1263,-0.0065658,0.012531,-0.00018804,1,1,0,26.826,3.7768e-07,1,0.33685,0.50286,0.5,0,0.002703,-0.0033103,-0.012681,0,0,0,0,-53.51,-0.03038,-0.16202,-0.28559,0.24477,0.24909,0,-0.012442,-0.010113,-0.032361,-0.0093819,0.74982,0.75013,0,0.035847,-0.00067879,-0.004368,0.0093712,0.29464,0.29443,0,5.3802,0.0075598,0.17089,0.038177,1
1568,9,0.50022,0.49938,0,-1.117,-0.0068244,0.012476,-0.00019571,1,1,0,27.024,4.6335e-07,1,0.34234,0.50286,0.5,0,0.0027663,-0.0034386,-0.013134,0,0,0,0,-53.336,-0.031492,-0.16398,-0.29063,0.24477,0.24909,0,-0.013804,-0.010501,-0.033406,-0.0098165,0.74982,0.75013,0,0.038486,-0.00069258,-0.004389,0.0097502,0.29464,0.29443,0,5.305,0.007863,0.1724,0.039536,1
1568,10,0.50022,0.49938,0,-1.1092,-0.0070668,0.01243,-0.00020256,1,1,0,27.158,5.3181e-07,1,0.34695,0.50286,0.5,0,0.0030878,-0.0035577,-0.013568,0,0,0,0,-53.225,-0.0325,-0.1654,-0.29483,0.24477,0.24909,0,-0.014419,-0.010903,-0.034504,-0.01024,0.74982,0.75013,0,0.037344,-0.00070429,-0.0045019,0.010126,0.29464,0.29443,0,5.2405,0.0081473,0.17382,0.040803,1
1568,11,0.50022,0.49938,0,-1.1025,-0.0072954,0.01239,-0.00020876,1,1,0,27.248,5.8701e-07,1,0.35086,0.50286,0.5,0,0.0036029,-0.0036642,-0.014004,0,0,0,0,-53.156,-0.03344,-0.16575,-0.29838,0.24477,0.24909,0,-0.015235,-0.011284,-0.035766,-0.010699,0.74982,0.75013,0,0.041485,-0.00071997,-0.0044577,0.010333,0.29464,0.29443,0,5.1844,0.0084154,0.17514,0.041991,1
1568,12,0.50022,0.49938,0,-1.0967,-0.0075119,0.012356,-0.00021444,1,1,0,27.305,6.3186e-07,1,0.35423,0.50286,0.5,0,0.0043109,-0.0037632,-0.014399,0,0,0,0,-53.114,-0.034514,-0.16526,-0.30142,0.24477,0.24909,0,-0.015382,-0.011607,-0.036456,-0.011107,0.74982,0.75013,0,0.044016,-0.00073472,-0.0044377,0.01057,0.29464,0.29443,0,5.135,0.0086695,0.17639,0.043112,1
1568,13,0.50022,0.49938,0,-1.0917,-0.0077179,0.012327,-0.00021971,1,1,0,27.34,6.6856e-07,1,0.35716,0.50286,0.5,0,0.004618,-0.0038583,-0.01478,0,0,0,0,-53.091,-0.035512,-0.16412,-0.30403,0.24477,0.24909,0,-0.016231,-0.011965,-0.037565,-0.011471,0.74982,0.75013,0,0.04683,-0.00074841,-0.0043791,0.010883,0.29464,0.29443,0,5.0912,0.0089112,0.17757,0.044174,1
1568,14,0.50022,0.49938,0,-1.0872,-0.0079145,0.012301,-0.00022464,1,1,0,27.36,6.9878e-07,1,0.35973,0.50286,0.5,0,0.005103,-0.0039518,-0.015175,0,0,0,0,-53.081,-0.036443,-0.16288,-0.30629,0.24477,0.24909,0,-0.017115,-0.012311,-0.038058,-0.011794,0.74982,0.75013,0,0.049062,-0.00076114,-0.0043807,0.011163,0.29464,0.29443,0,5.0519,0.009142,0.17869,0.045183,1
1568,15,0.50022,0.49938,0,-1.0833,-0.0081027,0.012279,-0.0002293,1,1,0,27.369,7.2378e-07,1,0.362,0.50286,0.5,0,0.0058819,-0.0040437,-0.015572,0,0,0,0,-53.08,-0.037312,-0.16422,-0.30827,0.24477,0.24909,0,-0.017453,-0.012643,-0.038849,-0.012077,0.74982,0.75013,0,0.050342,-0.00077034,-0.0044066,0.011492,0.29464,0.29443,0,5.0165,0.0093629,0.17975,0.046145,1
1568,16,0.50022,0.49938,0,-1.0797,-0.0082834,0.012259,-0.00023373,1,1,0,27.371,7.4456e-07,1,0.36401,0.50286,0.5,0,0.0060511,-0.0041217,-0.01594,0,0,0,0,-53.084,-0.038126,-0.1652,-0.31002,0.24477,0.24909,0,-0.018248,-0.012965,-0.039527,-0.012324,0.74982,0.75013,0,0.053081,-0.00077689,-0.0044359,0.011626,0.29464,0.29443,0,4.9843,0.0095749,0.18077,0.047066,1
1568,17,0.50022,0.49938,0,-1.0766,-0.0084571,0.012242,-0.00023797,1,1,0,27.368,7.6187e-07,1,0.36582,0.50286,0.5,0,0.0063066,-0.0042088,-0.016223,0,0,0,0,-53.092,-0.03889,-0.16818,-0.31156,0.24477,0.24909,0,-0.018783,-0.013276,-0.040316,-0.012659,0.74982,0.75013,0,0.054516,-0.00078001,-0.0044831,0.01185,0.29464,0.29443,0,4.955,0.0097788,0.18173,0.047948,1
1568,18,0.50022,0.49938,0,-1.0737,-0.0086244,0.012228,-0.00024206,1,1,0,27.361,7.7633e-07,1,0.36744,0.50286,0.5,0,0.0068581,-0.0042936,-0.016549,0,0,0,0,-53.102,-0.039608,-0.17071,-0.31293,0.24477,0.24909,0,-0.019357,-0.013549,-0.041283,-0.012977,0.74982,0.75013,0,0.057006,-0.00078599,-0.004437,0.012121,0.29464,0.29443,0,4.9281,0.0099753,0.18266,0.048796,1
1568,19,0.50022,0.49938,0,-1.071,-0.008786,0.012215,-0.00024601,1,1,0,27.352,7.8841e-07,1,0.36891,0.50286,0.5,0,0.0074454,-0.0043756,-0.016831,0,0,0,0,-53.115,-0.040285,-0.17284,-0.31659,0.24477,0.24909,0,-0.020055,-0.01384,-0.042149,-0.013277,0.74982,0.75013,0,0.056445,-0.00079193,-0.0044305,0.012383,0.29464,0.29443,0,4.9032,0.010165,0.18355,0.049612,1
1568,20,0.50022,0.49938,0,-1.0686,-0.0089423,0.012204,-0.00024985,1,1,0,27.341,7.9851e-07,1,0.37024,0.50286,0.5,0,0.0078325,-0.0044549,-0.01704,0,0,0,0,-53.128,-0.040923,-0.17462,-0.32056,0.24477,0.24909,0,-0.020915,-0.014123,-0.043072,-0.013587,0.74982,0.75013,0,0.058478,-0.00079756,-0.0044571,0.012566,0.29464,0.29443,0,4.8803,0.010349,0.1844,0.050399,1
1568,21,0.50022,0.49938,0,-1.0664,-0.0090936,0.012194,-0.00025358,1,1,0,27.329,8.0692e-07,1,0.37145,0.50286,0.5,0,0.0080518,-0.0045334,-0.017339,0,0,0,0,-53.142,-0.041527,-0.17607,-0.32425,0.24477,0.24909,0,-0.02138,-0.014399,-0.043882,-0.013858,0.74982,0.75013,0,0.060214,-0.0008029,-0.004495,0.012789,0.29464,0.29443,0,4.859,0.010526,0.18522,0.05116,1
1568,22,0.50022,0.49938,0,-1.0643,-0.0092403,0.012185,-0.00025723,1,1,0,27.318,8.1391e-07,1,0.37255,0.50286,0.5,0,0.0081025,-0.004595,-0.01765,0,0,0,0,-53.155,-0.042099,-0.17723,-0.32768,0.24477,0.24909,0,-0.021953,-0.014659,-0.044564,-0.014118,0.74982,0.75013,0,0.061807,-0.00080742,-0.0045021,0.012951,0.29464,0.29443,0,4.8392,0.010698,0.18601,0.051895,1
1568,23,0.50022,0.49938,0,-1.0624,-0.0093827,0.012178,-0.0002608,1,1,0,27.305,8.1968e-07,1,0.37357,0.50286,0.5,0,0.0084503,-0.0046631,-0.017929,0,0,0,0,-53.169,-0.042641,-0.17813,-0.33088,0.24477,0.24909,0,-0.023092,-0.014894,-0.045308,-0.014064,0.74982,0.75013,0,0.063766,-0.00081201,-0.0044961,0.013106,0.29464,0.29443,0,4.8206,0.010866,0.18677,0.052607,1
1568,24,0.50022,0.49938,0,-1.0606,-0.0095211,0.012171,-0.00026429,1,1,0,27.293,8.2441e-07,1,0.37449,0.50286,0.5,0,0.0088944,-0.0047341,-0.018237,0,0,0,0,-53.183,-0.043156,-0.17881,-0.33387,0.24477,0.24909,0,-0.023946,-0.01515,-0.046149,-0.01416,0.74982,0.75013,0,0.065867,-0.00081695,-0.0044919,0.013314,0.29464,0.29443,0,4.8032,0.011028,0.18751,0.053298,1
1568,25,0.50022,0.49938,0,-1.0589,-0.0096557,0.012165,-0.00026773,1,1,0,27.281,8.2824e-07,1,0.37535,0.50286,0.5,0,0.0095502,-0.0048021,-0.018503,0,0,0,0,-53.196,-0.043646,-0.17928,-0.33666,0.24477,0.24909,0,-0.025345,-0.0154,-0.046353,-0.014347,0.74982,0.75013,0,0.065925,-0.00082169,-0.0045037,0.013512,0.29464,0.29443,0,4.7869,0.011186,0.18822,0.053968,1
1568,26,0.50022,0.49938,0,-1.0573,-0.0097868,0.01216,-0.00027111,1,1,0,27.27,8.313e-07,1,0.37614,0.50286,0.5,0,0.0097654,-0.0048701,-0.018764,0,0,0,0,-53.209,-0.044113,-0.17956,-0.33928,0.24477,0.24909,0,-0.026805,-0.015645,-0.046438,-0.01456,0.74982,0.75013,0,0.066994,-0.00082625,-0.0045056,0.013679,0.29464,0.29443,0,4.7715,0.01134,0.18891,0.05462,1
1568,27,0.50022,0.49938,0,-1.0558,-0.0099146,0.012156,-0.00027443,1,1,0,27.258,8.3369e-07,1,0.37687,0.50286,0.5,0,0.010048,-0.0049353,-0.019047,0,0,0,0,-53.221,-0.044557,-0.17968,-0.34174,0.24477,0.24909,0,-0.027106,-0.015886,-0.047053,-0.014819,0.74982,0.75013,0,0.069006,-0.00083064,-0.0045063,0.013839,0.29464,0.29443,0,4.757,0.01149,0.18957,0.055254,1
1568,28,0.50022,0.49938,0,-1.0544,-0.010039,0.012153,-0.0002777,1,1,0,27.247,8.3549e-07,1,0.37754,0.50286,0.5,0,0.010534,-0.0049985,-0.019291,0,0,0,0,-53.234,-0.044982,-0.17965,-0.34405,0.24477,0.24909,0,-0.028263,-0.016121,-0.047649,-0.014958,0.74982,0.75013,0,0.070634,-0.00083486,-0.0044936,0.013995,0.29464,0.29443,0,4.7433,0.011637,0.19022,0.055871,1
1568,29,0.50022,0.49938,0,-1.0531,-0.010161,0.012149,-0.00028093,1,1,0,27.236,8.3678e-07,1,0.37817,0.50286,0.5,0,0.011061,-0.0050594,-0.019533,0,0,0,0,-53.245,-0.045387,-0.1795,-0.34623,0.24477,0.24909,0,-0.029849,-0.016315,-0.047993,-0.015057,0.74982,0.75013,0,0.07241,-0.00083894,-0.004497,0.014184,0.29464,0.29443,0,4.7304,0.01178,0.19085,0.056473,1
1568,30,0.50022,0.49938,0,-1.0518,-0.01028,0.012147,-0.00028411,1,1,0,27.226,8.3763e-07,1,0.37875,0.50286,0.5,0,0.011575,-0.0051094,-0.019745,0,0,0,0,-53.256,-0.045775,-0.17923,-0.34828,0.24477,0.24909,0,-0.030076,-0.016447,-0.048655,-0.015246,0.74982,0.75013,0,0.075228,-0.00084287,-0.0044996,0.014267,0.29464,0.29443,0,4.718,0.011919,0.19146,0.057061,1
1568,31,0.50022,0.49938,0,-1.0506,-0.010396,0.012144,-0.00028725,1,1,0,27.216,8.3808e-07,1,0.37929,0.50286,0.5,0,0.012238,-0.0051559,-0.019963,0,0,0,0,-53.267,-0.046147,-0.17886,-0.35021,0.24477,0.24909,0,-0.030755,-0.016574,-0.049227,-0.015397,0.74982,0.75013,0,0.07672,-0.00084667,-0.0045001,0.014446,0.29464,0.29443,0,4.7063,0.012056,0.19205,0.057634,1
1568,32,0.50022,0.49938,0,-1.0494,-0.01051,0.012143,-0.00029035,1,1,0,27.206,8.3819e-07,1,0.3798,0.50286,0.5,0,0.012837,-0.0051981,-0.020168,0,0,0,0,-53.277,-0.046503,-0.1784,-0.35204,0.24477,0.24909,0,-0.031703,-0.016688,-0.049789,-0.01555,0.74982,0.75013,0,0.077947,-0.00085036,-0.0044882,0.01464,0.29464,0.29443,0,4.6952,0.012189,0.19262,0.058194,1
1568,33,0.50022,0.49938,0,-1.0484,-0.010621,0.012141,-0.00029342,1,1,0,27.197,8.38e-07,1,0.38027,0.50286,0.5,0,0.013094,-0.0052361,-0.020375,0,0,0,0,-53.287,-0.046845,-0.17878,-0.35377,0.24477,0.24909,0,-0.032218,-0.016801,-0.050474,-0.015735,0.74982,0.75013,0,0.078117,-0.0008531,-0.0044928,0.014823,0.29464,0.29443,0,4.6846,0.01232,0.19318,0.058742,1
1568,34,0.50022,0.49938,0,-1.0473,-0.01073,0.01214,-0.00029645,1,1,0,27.188,8.3755e-07,1,0.38071,0.50286,0.5,0,0.013604,-0.0052815,-0.020577,0,0,0,0,-53.296,-0.047182,-0.17972,-0.35541,0.24477,0.24909,0,-0.03377,-0.016915,-0.050592,-0.015906,0.74982,0.75013,0,0.0797,-0.00085562,-0.0044323,0.014992,0.29464,0.29443,0,4.6744,0.012448,0.19373,0.059277,1
1568,35,0.50022,0.49938,0,-1.0463,-0.010837,0.012138,-0.00029944,1,1,0,27.18,8.3685e-07,1,0.38112,0.50286,0.5,0,0.014089,-0.0053266,-0.020744,0,0,0,0,-53.305,-0.047557,-0.18055,-0.35696,0.24477,0.24909,0,-0.034988,-0.01709,-0.050858,-0.016121,0.74982,0.75013,0,0.081063,-0.00085803,-0.004285,0.015159,0.29464,0.29443,0,4.6647,0.012573,0.19426,0.059802,1
1568,36,0.50022,0.49938,0,-1.0453,-0.010942,0.012138,-0.0003024,1,1,0,27.171,8.3596e-07,1,0.38151,0.50286,0.5,0,0.01445,-0.0053654,-0.020849,0,0,0,0,-53.314,-0.04792,-0.18128,-0.35843,0.24477,0.24909,0,-0.035792,-0.01726,-0.05142,-0.016309,0.74982,0.75013,0,0.082487,-0.00086035,-0.0042791,0.015307,0.29464,0.29443,0,4.6554,0.012696,0.19478,0.060315,1
1568,37,0.50022,0.49938,0,-1.0444,-0.011045,0.012137,-0.00030533,1,1,0,27.163,8.3488e-07,1,0.38187,0.50286,0.5,0,0.014884,-0.005409,-0.021076,0,0,0,0,-53.322,-0.04827,-0.18191,-0.35983,0.24477,0.24909,0,-0.036729,-0.017454,-0.051825,-0.016496,0.74982,0.75013,0,0.083423,-0.00086258,-0.0042521,0.015512,0.29464,0.29443,0,4.6466,0.012817,0.19529,0.060818,1
1568,38,0.50022,0.49938,0,-1.0435,-0.011146,0.012136,-0.00030822,1,1,0,27.156,8.3364e-07,1,0.38222,0.50286,0.5,0,0.015054,-0.0054577,-0.021302,0,0,0,0,-53.33,-0.048609,-0.18245,-0.36116,0.24477,0.24909,0,-0.037908,-0.017644,-0.052204,-0.01666,0.74982,0.75013,0,0.084644,-0.00086473,-0.004265,0.015649,0.29464,0.29443,0,4.638,0.012935,0.19578,0.061312,1
1568,39,0.50022,0.49938,0,-1.0427,-0.011245,0.012136,-0.00031108,1,1,0,27.148,8.3226e-07,1,0.38254,0.50286,0.5,0,0.015397,-0.0055072,-0.021491,0,0,0,0,-53.338,-0.048937,-0.18292,-0.36243,0.24477,0.24909,0,-0.038601,-0.017832,-0.052822,-0.016634,0.74982,0.75013,0,0.085891,-0.00086679,-0.0042777,0.015834,0.29464,0.29443,0,4.6298,0.013052,0.19627,0.061796,1
1568,40,0.50022,0.49938,0,-1.0419,-0.011342,0.012136,-0.00031392,1,1,0,27.141,8.3075e-07,1,0.38284,0.50286,0.5,0,0.015749,-0.0055519,-0.021676,0,0,0,0,-53.345,-0.049283,-0.1833,-0.36364,0.24477,0.24909,0,-0.040134,-0.017979,-0.053206,-0.016677,0.74982,0.75013,0,0.089409,-0.00086877,-0.0042565,0.015997,0.29464,0.29443,0,4.622,0.013166,0.19674,0.062271,1
1568,41,0.50022,0.49938,0,-1.0411,-0.011438,0.012136,-0.00031672,1,1,0,27.134,8.2914e-07,1,0.38313,0.50286,0.5,0,0.015926,-0.0055959,-0.021868,0,0,0,0,-53.352,-0.049654,-0.18361,-0.36479,0.24477,0.24909,0,-0.041563,-0.018116,-0.05358,-0.016779,0.74982,0.75013,0,0.092275,-0.00087068,-0.0040715,0.016131,0.29464,0.29443,0,4.6144,0.013278,0.1972,0.062738,1
1568,42,0.50022,0.49938,0,-1.0403,-0.011532,0.012135,-0.0003195,1,1,0,27.128,8.2742e-07,1,0.3834,0.50286,0.5,0,0.016243,-0.005644,-0.022047,0,0,0,0,-53.359,-0.050015,-0.18386,-0.36589,0.24477,0.24909,0,-0.04363,-0.018265,-0.05393,-0.01689,0.74982,0.75013,0,0.094708,-0.00087253,-0.0040597,0.016344,0.29464,0.29443,0,4.6071,0.013388,0.19765,0.063196,1
1568,43,0.50022,0.49938,0,-1.0395,-0.011624,0.012135,-0.00032225,1,1,0,27.121,8.2563e-07,1,0.38365,0.50286,0.5,0,0.016387,-0.005691,-0.022215,0,0,0,0,-53.365,-0.050366,-0.18404,-0.36694,0.24477,0.24909,0,-0.044074,-0.018382,-0.053898,-0.01707,0.74982,0.75013,0,0.096474,-0.0008743,-0.0040746,0.016367,0.29464,0.29443,0,4.6001,0.013497,0.1981,0.063646,1
1568,44,0.50022,0.49938,0,-1.0388,-0.011715,0.012136,-0.00032497,1,1,0,27.115,8.2376e-07,1,0.3839,0.50286,0.5,0,0.016785,-0.0057355,-0.022388,0,0,0,0,-53.371,-0.050708,-0.18417,-0.36794,0.24477,0.24909,0,-0.045019,-0.018558,-0.054351,-0.017249,0.74982,0.75013,0,0.097947,-0.00087605,-0.0040881,0.016478,0.29464,0.29443,0,4.5934,0.013603,0.19853,0.064089,1
1568,45,0.50022,0.49938,0,-1.0381,-0.011804,0.012136,-0.00032766,1,1,0,27.109,8.2182e-07,1,0.38412,0.50286,0.5,0,0.017239,-0.005773,-0.022493,0,0,0,0,-53.377,-0.051041,-0.18424,-0.3689,0.24477,0.24909,0,-0.045251,-0.018701,-0.054805,-0.017426,0.74982,0.75013,0,0.099318,-0.00087828,-0.0040314,0.016617,0.29464,0.29443,0,4.5868,0.013708,0.19896,0.064524,1
1568,46,0.50022,0.49938,0,-1.0374,-0.011893,0.012136,-0.00033033,1,1,0,27.104,8.1983e-07,1,0.38434,0.50286,0.5,0,0.017479,-0.0058078,-0.022663,0,0,0,0,-53.383,-0.051366,-0.18427,-0.36981,0.24477,0.24909,0,-0.04628,-0.018836,-0.055101,-0.017601,0.74982,0.75013,0,0.10123,-0.00088042,-0.0040429,0.016694,0.29464,0.29443,0,4.5805,0.013811,0.19937,0.064952,1
1568,47,0.50022,0.49938,0,-1.0368,-0.011979,0.012136,-0.00033297,1,1,0,27.098,8.1779e-07,1,0.38455,0.50286,0.5,0,0.017833,-0.0058484,-0.022754,0,0,0,0,-53.389,-0.051682,-0.18424,-0.37069,0.24477,0.24909,0,-0.047039,-0.018976,-0.055521,-0.017682,0.74982,0.75013,0,0.103,-0.00088247,-0.0040544,0.016868,0.29464,0.29443,0,4.5744,0.013913,0.19978,0.065374,1
1568,48,0.50022,0.49938,0,-1.0361,-0.012065,0.012136,-0.00033559,1,1,0,27.093,8.157e-07,1,0.38474,0.50286,0.5,0,0.018178,-0.0058855,-0.022904,0,0,0,0,-53.394,-0.05199,-0.18418,-0.37153,0.24477,0.24909,0,-0.048259,-0.019122,-0.055736,-0.017831,0.74982,0.75013,0,0.10425,-0.00088443,-0.0040003,0.017048,0.29464,0.29443,0,4.5685,0.014013,0.20018,0.065788,1
1568,49,0.50022,0.49938,0,-1.0355,-0.012149,0.012136,-0.00033818,1,1,0,27.088,8.1358e-07,1,0.38493,0.50286,0.5,0,0.018574,-0.005922,-0.022997,0,0,0,0,-53.399,-0.052291,-0.18407,-0.37234,0.24477,0.24909,0,-0.048284,-0.019285,-0.055958,-0.017977,0.74982,0.75013,0,0.10662,-0.00088632,-0.0039672,0.017166,0.29464,0.29443,0,4.5628,0.014112,0.20058,0.066197,1
1568,50,0.50022,0.49938,0,-1.0349,-0.012232,0.012137,-0.00034075,1,1,0,27.083,8.1144e-07,1,0.3851,0.50286,0.5,0,0.019099,-0.0059581,-0.023164,0,0,0,0,-53.404,-0.052585,-0.18393,-0.37312,0.24477,0.24909,0,-0.048961,-0.019449,-0.056193,-0.018069,0.74982,0.75013,0,0.10716,-0.00088813,-0.0039391,0.017272,0.29464,0.29443,0,4.5573,0.014209,0.20097,0.066599,1
1568,51,0.50022,0.49938,0,-1.0343,-0.012314,0.012137,-0.0003433,1,1,0,27.078,8.0926e-07,1,0.38527,0.50286,0.5,0,0.019318,-0.0059936,-0.023329,0,0,0,0,-53.409,-0.052872,-0.18375,-0.37386,0.24477,0.24909,0,-0.05067,-0.019611,-0.056572,-0.018217,0.74982,0.75013,0,0.10859,-0.00088987,-0.003939,0.017356,0.29464,0.29443,0,4.552,0.014305,0.20135,0.066996,1
1568,52,0.50022,0.49938,0,-1.0338,-0.012394,0.012137,-0.00034582,1,1,0,27.073,8.0707e-07,1,0.38543,0.50286,0.5,0,0.019516,-0.0060287,-0.023419,0,0,0,0,-53.413,-0.053152,-0.18355,-0.37458,0.24477,0.24909,0,-0.051846,-0.019772,-0.056976,-0.018259,0.74982,0.75013,0,0.11048,-0.00089155,-0.0039388,0.017387,0.29464,0.29443,0,4.5468,0.0144,0.20172,0.067386,1
1568,53,0.50022,0.49938,0,-1.0332,-0.012474,0.012137,-0.00034831,1,1,0,27.069,8.0485e-07,1,0.38558,0.50286,0.5,0,0.02022,-0.006063,-0.023512,0,0,0,0,-53.417,-0.053426,-0.18331,-0.37527,0.24477,0.24909,0,-0.053045,-0.019898,-0.057472,-0.018348,0.74982,0.75013,0,0.1113,-0.00089315,-0.0038839,0.017418,0.29464,0.29443,0,4.5417,0.014493,0.20209,0.067771,1
1568,54,0.50022,0.49938,0,-1.0327,-0.012552,0.012138,-0.00035079,1,1,0,27.064,8.0263e-07,1,0.38573,0.50286,0.5,0,0.020584,-0.0060975,-0.023641,0,0,0,0,-53.422,-0.053694,-0.18305,-0.37593,0.24477,0.24909,0,-0.054293,-0.020056,-0.057971,-0.018216,0.74982,0.75013,0,0.11276,-0.0008947,-0.0038486,0.017448,0.29464,0.29443,0,4.5369,0.014585,0.20245,0.068151,1
1568,55,0.50022,0.49938,0,-1.0321,-0.01263,0.012138,-0.00035324,1,1,0,27.06,8.0039e-07,1,0.38587,0.50286,0.5,0,0.020978,-0.0061334,-0.023799,0,0,0,0,-53.426,-0.053956,-0.18276,-0.37657,0.24477,0.24909,0,-0.055198,-0.020213,-0.058462,-0.018363,0.74982,0.75013,0,0.11337,-0.00089618,-0.0038609,0.017561,0.29464,0.29443,0,4.5321,0.014675,0.2028,0.068526,1
1568,56,0.50022,0.49938,0,-1.0316,-0.012706,0.012138,-0.00035567,1,1,0,27.056,7.9815e-07,1,0.386,0.50286,0.5,0,0.021457,-0.0061688,-0.023944,0,0,0,0,-53.43,-0.054212,-0.18245,-0.37718,0.24477,0.24909,0,-0.055974,-0.020344,-0.058602,-0.018355,0.74982,0.75013,0,0.11462,-0.00089761,-0.0038732,0.017681,0.29464,0.29443,0,4.5275,0.014765,0.20315,0.068895,1
1568,57,0.50022,0.49938,0,-1.0311,-0.012782,0.012138,-0.00035808,1,1,0,27.052,7.959e-07,1,0.38613,0.50286,0.5,0,0.021807,-0.0062037,-0.023929,0,0,0,0,-53.433,-0.054462,-0.18212,-0.37777,0.24477,0.24909,0,-0.056765,-0.02049,-0.059071,-0.018449,0.74982,0.75013,0,0.11689,-0.00089898,-0.0038795,0.017829,0.29464,0.29443,0,4.523,0.014853,0.20349,0.06926,1
