"omega","psi","vx","vy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.3838192e-17,-0.0011658069,-0.0054319436,-9.2881168e-06,1,0.25999999,0.5,0.25999999,0
4.0929822e-17,-0.0011712863,-0.0054414213,-1.1905977e-05,1,0.26100001,0.5,0.26100001,0
4.802124e-17,-0.0011767655,-0.0054508987,-1.4523759e-05,1,0.26199999,0.5,0.26199999,0
5.5112869e-17,-0.0011822449,-0.0054603764,-1.714162e-05,1,0.26300001,0.5,0.26300001,0
6.2204287e-17,-0.0011877241,-0.0054698539,-1.9759402e-05,1,0.264,0.5,0.264,0
6.9295705e-17,-0.0011932033,-0.0054793313,-2.2377184e-05,1,0.26499999,0.5,0.26499999,0
7.6387334e-17,-0.0011986827,-0.005488809,-2.4995044e-05,1,0.266,0.5,0.266,0
8.3478752e-17,-0.001204162,-0.0054982865,-2.7612827e-05,1,0.26699999,0.5,0.26699999,0
9.0570382e-17,-0.0012096413,-0.0055077642,-3.0230687e-05,1,0.26800001,0.5,0.26800001,0
9.76618e-17,-0.0012151206,-0.0055172416,-3.2848469e-05,1,0.26899999,0.5,0.26899999,0
1.0475343e-16,-0.0012206,-0.0055267193,-3.5466329e-05,1,0.27000001,0.5,0.27000001,0
1.1184485e-16,-0.0012260792,-0.0055361968,-3.8084112e-05,1,0.271,0.5,0.271,0
1.1893648e-16,-0.0012315586,-0.0055456745,-4.0701972e-05,1,0.27200001,0.5,0.27200001,0
1.2602789e-16,-0.0012370378,-0.0055551519,-4.3319754e-05,1,0.273,0.5,0.273,0
1.3204912e-16,-0.001242566,-0.0055646929,-4.5059721e-05,1,0.27399999,0.5,0.27399999,0
1.3462337e-16,-0.0012482519,-0.005574439,-4.3972253e-05,1,0.27500001,0.5,0.27500001,0
1.3719754e-16,-0.0012539378,-0.0055841848,-4.2884817e-05,1,0.27599999,0.5,0.27599999,0
1.0579264e-16,-0.0012596168,-0.0055964093,-3.8597512e-05,1,0.27700001,0.5,0.27700001,0
6.5026388e-17,-0.0012652939,-0.0056093163,-3.3428683e-05,1,0.278,0.5,0.278,0
2.425892e-17,-0.001270971,-0.0056222237,-2.82597e-05,1,0.27900001,0.5,0.27900001,0
-1.6507333e-17,-0.0012766481,-0.0056351307,-2.3090871e-05,1,0.28,0.5,0.28,0
-5.7273586e-17,-0.0012823251,-0.0056480378,-1.7922041e-05,1,0.28099999,0.5,0.28099999,0
-9.8041054e-17,-0.0012880023,-0.0056609452,-1.2753058e-05,1,0.28200001,0.5,0.28200001,0
-1.3880731e-16,-0.0012936793,-0.0056738522,-7.5842293e-06,1,0.28299999,0.5,0.28299999,0
-1.7957478e-16,-0.0012993565,-0.0056867596,-2.4152462e-06,1,0.28400001,0.5,0.28400001,0
-2.2034103e-16,-0.0013050335,-0.0056996666,2.7535829e-06,1,0.285,0.5,0.285,0
-2.611085e-16,-0.0013107107,-0.005712574,7.922566e-06,1,0.28600001,0.5,0.28600001,0
-3.0187475e-16,-0.0013163877,-0.0057254811,1.3091395e-05,1,0.287,0.5,0.287,0
-3.42641e-16,-0.0013220647,-0.0057383881,1.8260224e-05,1,0.28799999,0.5,0.28799999,0
-3.8340847e-16,-0.0013277419,-0.0057512955,2.3429207e-05,1,0.289,0.5,0.289,0
-4.2417472e-16,-0.0013334189,-0.0057642025,2.8598036e-05,1,0.28999999,0.5,0.28999999,0
-4.6494219e-16,-0.0013390961,-0.0057771099,3.376702e-05,1,0.29100001,0.5,0.29100001,0
-5.0570845e-16,-0.0013447731,-0.005790017,3.8935849e-05,1,0.292,0.5,0.292,0
-5.4647591e-16,-0.0013504503,-0.0058029244,4.4104832e-05,1,0.29300001,0.5,0.29300001,0
-5.474428e-16,-0.0013561563,-0.0058154448,4.6976284e-05,1,0.294,0.5,0.294,0
-3.7347943e-16,-0.0013619899,-0.0058262663,3.9750069e-05,1,0.29499999,0.5,0.29499999,0
-1.9951088e-16,-0.0013678236,-0.005837088,3.2523639e-05,1,0.296,0.5,0.296,0
-2.5547519e-17,-0.0013736572,-0.0058479095,2.5297425e-05,1,0.29699999,0.5,0.29699999,0
1.4842103e-16,-0.0013794909,-0.0058587312,1.8070995e-05,1,0.29800001,0.5,0.29800001,0
3.2238439e-16,-0.0013853245,-0.0058695526,1.0844781e-05,1,0.29899999,0.5,0.29899999,0
4.9635294e-16,-0.0013911582,-0.0058803744,3.618351e-06,1,0.30000001,0.5,0.30000001,0
6.7031631e-16,-0.0013969918,-0.0058911958,-3.6078634e-06,1,0.301,0.5,0.301,0
8.4427967e-16,-0.0014028253,-0.0059020172,-1.0834078e-05,1,0.30199999,0.5,0.30199999,0
1.0182482e-15,-0.0014086591,-0.005912839,-1.8060508e-05,1,0.303,0.5,0.303,0
1.1922116e-15,-0.0014144926,-0.0059236604,-2.5286722e-05,1,0.30399999,0.5,0.30399999,0
1.3661801e-15,-0.0014203264,-0.0059344822,-3.2513152e-05,1,0.30500001,0.5,0.30500001,0
1.4781684e-15,-0.0014262627,-0.0059474263,-3.6174297e-05,1,0.30599999,0.5,0.30599999,0
1.499213e-15,-0.0014323502,-0.0059634858,-3.4603894e-05,1,0.30700001,0.5,0.30700001,0
1.5202569e-15,-0.0014384374,-0.0059795448,-3.3033539e-05,1,0.308,0.5,0.308,0
1.5413008e-15,-0.0014445247,-0.0059956039,-3.1463183e-05,1,0.30899999,0.5,0.30899999,0
1.5623454e-15,-0.0014506121,-0.0060116634,-2.989278e-05,1,0.31,0.5,0.31,0
1.5833894e-15,-0.0014566994,-0.0060277224,-2.8322425e-05,1,0.31099999,0.5,0.31099999,0
1.6044339e-15,-0.0014627868,-0.006043782,-2.6752022e-05,1,0.31200001,0.5,0.31200001,0
1.6254779e-15,-0.0014688741,-0.006059841,-2.5181666e-05,1,0.31299999,0.5,0.31299999,0
1.6465224e-15,-0.0014749615,-0.0060759005,-2.3611264e-05,1,0.31400001,0.5,0.31400001,0
1.6675664e-15,-0.0014810487,-0.0060919596,-2.2040908e-05,1,0.315,0.5,0.315,0
1.688611e-15,-0.0014871362,-0.0061080191,-2.0470506e-05,1,0.31600001,0.5,0.31600001,0
1.7096549e-15,-0.0014932234,-0.0061240781,-1.890015e-05,1,0.317,0.5,0.317,0
1.6312823e-15,-0.0014993451,-0.0061403207,-1.7729202e-05,1,0.31799999,0.5,0.31799999,0
8.7608353e-16,-0.0015057017,-0.0061578134,-1.9277371e-05,1,0.31900001,0.5,0.31900001,0
1.2090724e-16,-0.0015120581,-0.0061753055,-2.0825493e-05,1,0.31999999,0.5,0.31999999,0
-6.3429156e-16,-0.0015184147,-0.0061927981,-2.2373662e-05,1,0.32100001,0.5,0.32100001,0
-1.3894678e-15,-0.0015247711,-0.0062102903,-2.3921784e-05,1,0.322,0.5,0.322,0
-2.1446666e-15,-0.0015311276,-0.0062277829,-2.5469953e-05,1,0.32300001,0.5,0.32300001,0
-2.8998429e-15,-0.001537484,-0.0062452751,-2.7018076e-05,1,0.324,0.5,0.324,0
-3.6550192e-15,-0.0015438404,-0.0062627672,-2.8566198e-05,1,0.32499999,0.5,0.32499999,0
-4.410218e-15,-0.001550197,-0.0062802599,-3.0114367e-05,1,0.32600001,0.5,0.32600001,0
-5.1653943e-15,-0.0015565534,-0.006297752,-3.166249e-05,1,0.32699999,0.5,0.32699999,0
-5.9205931e-15,-0.0015629099,-0.0063152446,-3.3210658e-05,1,0.32800001,0.5,0.32800001,0
-6.6757694e-15,-0.0015692663,-0.0063327368,-3.4758781e-05,1,0.329,0.5,0.329,0
-7.4309682e-15,-0.0015756229,-0.0063502294,-3.630695e-05,1,0.33000001,0.5,0.33000001,0
-8.1861445e-15,-0.0015819793,-0.0063677216,-3.7855072e-05,1,0.331,0.5,0.331,0
-8.9413208e-15,-0.0015883357,-0.0063852137,-3.9403195e-05,1,0.33199999,0.5,0.33199999,0
-9.6965196e-15,-0.0015946922,-0.0064027063,-4.0951363e-05,1,0.333,0.5,0.333,0
-1.0451696e-14,-0.0016010486,-0.0064201985,-4.2499486e-05,1,0.33399999,0.5,0.33399999,0
-1.1206895e-14,-0.0016074052,-0.0064376911,-4.4047655e-05,1,0.33500001,0.5,0.33500001,0
-1.1962071e-14,-0.0016137616,-0.0064551833,-4.5595777e-05,1,0.336,0.5,0.336,0
-1.271727e-14,-0.0016201182,-0.0064726759,-4.7143946e-05,1,0.33700001,0.5,0.33700001,0
-1.3472446e-14,-0.0016264746,-0.006490168,-4.8692069e-05,1,0.338,0.5,0.338,0
-1.4132962e-14,-0.0016328235,-0.0065073519,-5.0419481e-05,1,0.33899999,0.5,0.33899999,0
-1.4087385e-14,-0.0016391172,-0.0065222363,-5.348435e-05,1,0.34,0.5,0.34,0
-1.4041808e-14,-0.0016454107,-0.0065371204,-5.6549127e-05,1,0.34099999,0.5,0.34099999,0
-1.3996231e-14,-0.0016517043,-0.0065520048,-5.9613996e-05,1,0.34200001,0.5,0.34200001,0
-1.397019e-14,-0.0016580005,-0.0065668903,-6.2634358e-05,1,0.34299999,0.5,0.34299999,0
-1.6834392e-14,-0.001664692,-0.0065819927,-5.9083564e-05,1,0.34400001,0.5,0.34400001,0
-1.9698508e-14,-0.0016713833,-0.0065970947,-5.5532877e-05,1,0.345,0.5,0.345,0
-2.2562625e-14,-0.0016780746,-0.0066121966,-5.1982189e-05,1,0.34599999,0.5,0.34599999,0
-2.0136241e-14,-0.001684846,-0.0066265326,-5.0107269e-05,1,0.347,0.5,0.347,0
-1.5837204e-14,-0.0016916456,-0.0066405969,-4.8825619e-05,1,0.34799999,0.5,0.34799999,0
-1.1538038e-14,-0.0016984453,-0.0066546616,-4.754393e-05,1,0.34900001,0.5,0.34900001,0
-7.2390006e-15,-0.0017052449,-0.0066687258,-4.626228e-05,1,0.34999999,0.5,0.34999999,0
-2.9398349e-15,-0.0017120446,-0.0066827905,-4.4980592e-05,1,0.35100001,0.5,0.35100001,0
1.3592026e-15,-0.0017188442,-0.0066968548,-4.3698942e-05,1,0.352,0.5,0.352,0
5.6582401e-15,-0.0017256437,-0.0067109191,-4.2417292e-05,1,0.35299999,0.5,0.35299999,0
9.9574058e-15,-0.0017324435,-0.0067249838,-4.1135604e-05,1,0.354,0.5,0.354,0
1.4256443e-14,-0.001739243,-0.006739048,-3.9853954e-05,1,0.35499999,0.5,0.35499999,0
1.8555609e-14,-0.0017460427,-0.0067531127,-3.8572266e-05,1,0.35600001,0.5,0.35600001,0
2.2854646e-14,-0.0017528423,-0.006767177,-3.7290616e-05,1,0.35699999,0.5,0.35699999,0
2.7153812e-14,-0.001759642,-0.0067812417,-3.6008928e-05,1,0.35800001,0.5,0.35800001,0
3.145285e-14,-0.0017664416,-0.006795306,-3.4727278e-05,1,0.359,0.5,0.359,0
3.5752015e-14,-0.0017732413,-0.0068093706,-3.344559e-05,1,0.36000001,0.5,0.36000001,0
4.0051053e-14,-0.0017800409,-0.0068234349,-3.216394e-05,1,0.361,0.5,0.361,0
4.435009e-14,-0.0017868404,-0.0068374992,-3.088229e-05,1,0.36199999,0.5,0.36199999,0
4.8649256e-14,-0.0017936402,-0.0068515639,-2.9600602e-05,1,0.36300001,0.5,0.36300001,0
5.2948293e-14,-0.0018004397,-0.0068656282,-2.8318952e-05,1,0.36399999,0.5,0.36399999,0
5.7247459e-14,-0.0018072395,-0.0068796928,-2.7037263e-05,1,0.36500001,0.5,0.36500001,0
6.1546497e-14,-0.001814039,-0.0068937571,-2.5755613e-05,1,0.366,0.5,0.366,0
6.5845662e-14,-0.0018208388,-0.0069078218,-2.4473925e-05,1,0.36700001,0.5,0.36700001,0
7.01447e-14,-0.0018276383,-0.0069218861,-2.3192275e-05,1,0.368,0.5,0.368,0
7.4443737e-14,-0.0018344379,-0.0069359504,-2.1910625e-05,1,0.36899999,0.5,0.36899999,0
7.8742903e-14,-0.0018412376,-0.006950015,-2.0628937e-05,1,0.37,0.5,0.37,0
8.304194e-14,-0.0018480372,-0.0069640793,-1.9347287e-05,1,0.37099999,0.5,0.37099999,0
8.7341106e-14,-0.0018548369,-0.006978144,-1.8065599e-05,1,0.37200001,0.5,0.37200001,0
9.1640144e-14,-0.0018616365,-0.0069922083,-1.6783949e-05,1,0.373,0.5,0.373,0
9.5939309e-14,-0.0018684362,-0.007006273,-1.5502261e-05,1,0.37400001,0.5,0.37400001,0
1.0023835e-13,-0.0018752358,-0.0070203372,-1.4220611e-05,1,0.375,0.5,0.375,0
1.0453738e-13,-0.0018820353,-0.0070344015,-1.2938961e-05,1,0.37599999,0.5,0.37599999,0
1.0883655e-13,-0.0018888351,-0.0070484662,-1.1657273e-05,1,0.377,0.5,0.377,0
1.1313559e-13,-0.0018956346,-0.0070625305,-1.0375623e-05,1,0.37799999,0.5,0.37799999,0
1.1778639e-13,-0.0019026493,-0.0070801043,-1.059316e-05,1,0.37900001,0.5,0.37900001,0
1.2259455e-13,-0.0019097601,-0.0070992493,-1.1482212e-05,1,0.38,0.5,0.38,0
1.2740285e-13,-0.0019168712,-0.007118395,-1.2371291e-05,1,0.38100001,0.5,0.38100001,0
1.3221101e-13,-0.001923982,-0.00713754,-1.3260344e-05,1,0.382,0.5,0.382,0
1.3701918e-13,-0.0019310928,-0.0071566851,-1.4149396e-05,1,0.38299999,0.5,0.38299999,0
1.4182748e-13,-0.0019382038,-0.0071758307,-1.5038475e-05,1,0.384,0.5,0.384,0
1.4663564e-13,-0.0019453146,-0.0071949757,-1.5927528e-05,1,0.38499999,0.5,0.38499999,0
1.5144395e-13,-0.0019524256,-0.0072141214,-1.6816607e-05,1,0.38600001,0.5,0.38600001,0
1.0745444e-13,-0.0019599074,-0.0072331952,-1.5920053e-05,1,0.38699999,0.5,0.38699999,0
5.6665393e-14,-0.001967441,-0.0072522596,-1.4774712e-05,1,0.38800001,0.5,0.38800001,0
5.8778639e-15,-0.0019749744,-0.0072713235,-1.3629406e-05,1,0.389,0.5,0.389,0
-4.4909666e-14,-0.0019825079,-0.0072903873,-1.2484099e-05,1,0.38999999,0.5,0.38999999,0
-9.5698709e-14,-0.0019900415,-0.0073094518,-1.1338758e-05,1,0.391,0.5,0.391,0
-1.4648624e-13,-0.0019975749,-0.0073285156,-1.0193451e-05,1,0.39199999,0.5,0.39199999,0
-1.9727528e-13,-0.0020051086,-0.00734758,-9.0481104e-06,1,0.39300001,0.5,0.39300001,0
-2.4806281e-13,-0.002012642,-0.0073666439,-7.9028036e-06,1,0.39399999,0.5,0.39399999,0
-2.9885185e-13,-0.0020201756,-0.0073857083,-6.7574628e-06,1,0.39500001,0.5,0.39500001,0
-3.4963938e-13,-0.0020277091,-0.0074047722,-5.6121561e-06,1,0.396,0.5,0.396,0
-4.0042843e-13,-0.0020352427,-0.0074238366,-4.4668152e-06,1,0.39700001,0.5,0.39700001,0
-4.5121596e-13,-0.0020427761,-0.0074429005,-3.3215085e-06,1,0.398,0.5,0.398,0
-5.0200349e-13,-0.0020503095,-0.0074619644,-2.1762017e-06,1,0.39899999,0.5,0.39899999,0
-5.5279253e-13,-0.0020578432,-0.0074810288,-1.0308609e-06,1,0.40000001,0.5,0.40000001,0
-6.0358006e-13,-0.0020653766,-0.0075000927,1.1444585e-07,1,0.40099999,0.5,0.40099999,0
-6.543691e-13,-0.0020729103,-0.0075191571,1.2597867e-06,1,0.40200001,0.5,0.40200001,0
-7.0515663e-13,-0.0020804437,-0.007538221,2.4050934e-06,1,0.403,0.5,0.403,0
-7.5594567e-13,-0.0020879773,-0.0075572854,3.5504343e-06,1,0.40400001,0.5,0.40400001,0
-8.067332e-13,-0.0020955107,-0.0075763493,4.695741e-06,1,0.405,0.5,0.405,0
-8.5752073e-13,-0.0021030442,-0.0075954131,5.8410477e-06,1,0.40599999,0.5,0.40599999,0
-9.0830978e-13,-0.0021105778,-0.0076144776,6.9863886e-06,1,0.40700001,0.5,0.40700001,0
-9.590973e-13,-0.0021181112,-0.0076335414,8.1316953e-06,1,0.40799999,0.5,0.40799999,0
-1.0098863e-12,-0.0021256449,-0.0076526059,9.2770362e-06,1,0.40900001,0.5,0.40900001,0
-1.0606739e-12,-0.0021331783,-0.0076716697,1.0422343e-05,1,0.41,0.5,0.41,0
-1.1114629e-12,-0.0021407119,-0.0076907342,1.1567684e-05,1,0.41100001,0.5,0.41100001,0
-1.1477633e-12,-0.0021482794,-0.0077097743,1.2883526e-05,1,0.412,0.5,0.412,0
-1.1311298e-12,-0.0021559714,-0.0077287277,1.4822482e-05,1,0.41299999,0.5,0.41299999,0
-1.1144959e-12,-0.0021636635,-0.0077476816,1.6761495e-05,1,0.414,0.5,0.414,0
-1.0978624e-12,-0.0021713555,-0.007766635,1.870045e-05,1,0.41499999,0.5,0.41499999,0
-9.3157867e-13,-0.002179291,-0.0077885208,1.8411724e-05,1,0.41600001,0.5,0.41600001,0
-6.9136627e-13,-0.0021873466,-0.0078118544,1.7022405e-05,1,0.417,0.5,0.417,0
-4.511467e-13,-0.0021954025,-0.0078351887,1.5633044e-05,1,0.41800001,0.5,0.41800001,0
-2.109343e-13,-0.002203458,-0.0078585223,1.4243725e-05,1,0.419,0.5,0.419,0
2.9278107e-14,-0.0022115136,-0.0078818559,1.2854405e-05,1,0.41999999,0.5,0.41999999,0
2.6949767e-13,-0.0022195695,-0.0079051902,1.1465044e-05,1,0.421,0.5,0.421,0
5.0971008e-13,-0.002227625,-0.0079285238,1.0075725e-05,1,0.42199999,0.5,0.42199999,0
7.4992964e-13,-0.0022356809,-0.0079518581,8.6863642e-06,1,0.42300001,0.5,0.42300001,0
9.9014205e-13,-0.0022437365,-0.0079751917,7.2970448e-06,1,0.42399999,0.5,0.42399999,0
1.2303616e-12,-0.0022517923,-0.007998526,5.907684e-06,1,0.42500001,0.5,0.42500001,0
1.470574e-12,-0.0022598479,-0.0080218596,4.5183646e-06,1,0.426,0.5,0.426,0
1.7107864e-12,-0.0022679035,-0.0080451932,3.1290452e-06,1,0.42699999,0.5,0.42699999,0
1.951006e-12,-0.0022759593,-0.0080685275,1.7396844e-06,1,0.428,0.5,0.428,0
2.1912184e-12,-0.0022840149,-0.0080918611,3.5036506e-07,1,0.42899999,0.5,0.42899999,0
2.431438e-12,-0.0022920707,-0.0081151954,-1.0389957e-06,1,0.43000001,0.5,0.43000001,0
2.6716504e-12,-0.0023001263,-0.008138529,-2.4283151e-06,1,0.43099999,0.5,0.43099999,0
2.9118699e-12,-0.0023081821,-0.0081618633,-3.8176759e-06,1,0.43200001,0.5,0.43200001,0
3.1520823e-12,-0.0023162377,-0.0081851969,-5.2069953e-06,1,0.433,0.5,0.433,0
3.3922947e-12,-0.0023242933,-0.0082085305,-6.5963147e-06,1,0.43399999,0.5,0.43399999,0
3.6325143e-12,-0.0023323491,-0.0082318648,-7.9856755e-06,1,0.435,0.5,0.435,0
3.8727267e-12,-0.0023404047,-0.0082551984,-9.3749949e-06,1,0.43599999,0.5,0.43599999,0
4.1129463e-12,-0.0023484606,-0.0082785327,-1.0764356e-05,1,0.43700001,0.5,0.43700001,0
4.3531587e-12,-0.0023565161,-0.0083018663,-1.2153675e-05,1,0.43799999,0.5,0.43799999,0
4.5933782e-12,-0.002364572,-0.0083252006,-1.3543036e-05,1,0.43900001,0.5,0.43900001,0
4.745899e-12,-0.0023726719,-0.0083482546,-1.4646872e-05,1,0.44,0.5,0.44,0
4.253168e-12,-0.002381098,-0.008369252,-1.3650083e-05,1,0.44100001,0.5,0.44100001,0
3.7604516e-12,-0.0023895239,-0.0083902487,-1.2653324e-05,1,0.442,0.5,0.442,0
3.218197e-12,-0.0023979761,-0.0084112555,-1.1886368e-05,1,0.44299999,0.5,0.44299999,0
2.3670204e-12,-0.002406592,-0.0084323257,-1.2552374e-05,1,0.44400001,0.5,0.44400001,0
1.5158691e-12,-0.0024152077,-0.0084533954,-1.3218361e-05,1,0.44499999,0.5,0.44499999,0
6.6469251e-13,-0.0024238237,-0.0084744657,-1.3884367e-05,1,0.44600001,0.5,0.44600001,0
-1.8645872e-13,-0.0024324394,-0.0084955353,-1.4550354e-05,1,0.447,0.5,0.447,0
-1.0376353e-12,-0.0024410553,-0.0085166056,-1.521636e-05,1,0.44800001,0.5,0.44800001,0
-1.8887866e-12,-0.002449671,-0.0085376752,-1.5882347e-05,1,0.449,0.5,0.449,0
-2.7399378e-12,-0.0024582867,-0.0085587449,-1.6548333e-05,1,0.44999999,0.5,0.44999999,0
-3.5911144e-12,-0.0024669026,-0.0085798152,-1.7214339e-05,1,0.45100001,0.5,0.45100001,0
-4.4422656e-12,-0.0024755183,-0.0086008848,-1.7880326e-05,1,0.45199999,0.5,0.45199999,0
-5.2934422e-12,-0.0024841343,-0.0086219551,-1.8546332e-05,1,0.45300001,0.5,0.45300001,0
-6.1445935e-12,-0.00249275,-0.0086430247,-1.9212319e-05,1,0.454,0.5,0.454,0
-6.9957701e-12,-0.0025013659,-0.008664095,-1.9878325e-05,1,0.45500001,0.5,0.45500001,0
-7.8469213e-12,-0.0025099816,-0.0086851646,-2.0544312e-05,1,0.456,0.5,0.456,0
-8.6980726e-12,-0.0025185973,-0.0087062343,-2.1210298e-05,1,0.45699999,0.5,0.45699999,0
-9.5492492e-12,-0.0025272133,-0.0087273046,-2.1876304e-05,1,0.458,0.5,0.458,0
-1.04004e-11,-0.0025358289,-0.0087483742,-2.2542291e-05,1,0.45899999,0.5,0.45899999,0
-1.1251577e-11,-0.0025444449,-0.0087694445,-2.3208297e-05,1,0.46000001,0.5,0.46000001,0
-1.2102728e-11,-0.0025530606,-0.0087905141,-2.3874284e-05,1,0.461,0.5,0.461,0
-1.2953905e-11,-0.0025616765,-0.0088115844,-2.454029e-05,1,0.46200001,0.5,0.46200001,0
-1.3805056e-11,-0.0025702922,-0.0088326541,-2.5206277e-05,1,0.463,0.5,0.463,0
-1.4656207e-11,-0.0025789079,-0.0088537237,-2.5872263e-05,1,0.46399999,0.5,0.46399999,0
-1.5507384e-11,-0.0025875239,-0.008874794,-2.6538269e-05,1,0.465,0.5,0.465,0
-1.4624784e-11,-0.0025963308,-0.0088978748,-2.506636e-05,1,0.46599999,0.5,0.46599999,0
-1.2304096e-11,-0.0026052967,-0.0089226246,-2.1821125e-05,1,0.46700001,0.5,0.46700001,0
-9.9834774e-12,-0.0026142623,-0.0089473736,-1.8575988e-05,1,0.46799999,0.5,0.46799999,0
-7.6627894e-12,-0.0026232281,-0.0089721233,-1.5330753e-05,1,0.46900001,0.5,0.46900001,0
-5.3421706e-12,-0.0026321937,-0.0089968723,-1.2085616e-05,1,0.47,0.5,0.47,0
-3.3765633e-12,-0.0026412339,-0.0090214879,-9.6178977e-06,1,0.47099999,0.5,0.47099999,0
-2.9035231e-12,-0.0026505882,-0.0090455436,-1.0418724e-05,1,0.472,0.5,0.472,0
-2.430497e-12,-0.0026599421,-0.0090695985,-1.1219527e-05,1,0.47299999,0.5,0.47299999,0
-1.9574567e-12,-0.0026692964,-0.0090936542,-1.2020354e-05,1,0.47400001,0.5,0.47400001,0
-1.4844306e-12,-0.0026786503,-0.0091177091,-1.2821156e-05,1,0.47499999,0.5,0.47499999,0
-1.0113904e-12,-0.0026880046,-0.0091417648,-1.3621983e-05,1,0.47600001,0.5,0.47600001,0
-5.3836432e-13,-0.0026973585,-0.0091658197,-1.4422786e-05,1,0.477,0.5,0.477,0
-6.5338205e-14,-0.0027067125,-0.0091898747,-1.5223588e-05,1,0.47799999,0.5,0.47799999,0
4.07702e-13,-0.0027160667,-0.0092139303,-1.6024415e-05,1,0.479,0.5,0.479,0
8.8072812e-13,-0.0027254207,-0.0092379853,-1.6825218e-05,1,0.47999999,0.5,0.47999999,0
1.3537683e-12,-0.0027347749,-0.0092620409,-1.7626044e-05,1,0.48100001,0.5,0.48100001,0
1.8267944e-12,-0.0027441289,-0.0092860959,-1.8426847e-05,1,0.48199999,0.5,0.48199999,0
2.2998346e-12,-0.0027534832,-0.0093101515,-1.9227674e-05,1,0.48300001,0.5,0.48300001,0
2.7728608e-12,-0.0027628371,-0.0093342064,-2.0028476e-05,1,0.484,0.5,0.484,0
3.245901e-12,-0.0027721914,-0.0093582621,-2.0829303e-05,1,0.48500001,0.5,0.48500001,0
3.7189271e-12,-0.0027815453,-0.009382317,-2.1630106e-05,1,0.486,0.5,0.486,0
4.1919532e-12,-0.0027908993,-0.009406372,-2.2430908e-05,1,0.48699999,0.5,0.48699999,0
4.6649934e-12,-0.0028002535,-0.0094304276,-2.3231735e-05,1,0.48800001,0.5,0.48800001,0
5.1380195e-12,-0.0028096075,-0.0094544826,-2.4032538e-05,1,0.48899999,0.5,0.48899999,0
5.6110597e-12,-0.0028189617,-0.0094785382,-2.4833364e-05,1,0.49000001,0.5,0.49000001,0
6.0840858e-12,-0.0028283157,-0.0095025932,-2.5634167e-05,1,0.491,0.5,0.491,0
6.557126e-12,-0.0028376699,-0.0095266488,-2.6434994e-05,1,0.49200001,0.5,0.49200001,0
7.0301522e-12,-0.0028470239,-0.0095507038,-2.7235796e-05,1,0.493,0.5,0.493,0
7.5031783e-12,-0.0028563779,-0.0095747587,-2.8036599e-05,1,0.49399999,0.5,0.49399999,0
7.9762185e-12,-0.0028657321,-0.0095988144,-2.8837426e-05,1,0.495,0.5,0.495,0
8.4492446e-12,-0.0028750861,-0.0096228693,-2.9638228e-05,1,0.49599999,0.5,0.49599999,0
8.9222848e-12,-0.0028844403,-0.009646925,-3.0439055e-05,1,0.49700001,0.5,0.49700001,0
2.9896656e-12,-0.0028940168,-0.0096713673,-3.0594847e-05,1,0.498,0.5,0.498,0
-4.6199212e-12,-0.0029036519,-0.0096959118,-3.0581801e-05,1,0.49900001,0.5,0.49900001,0
-1.2229281e-11,-0.0029132867,-0.0097204556,-3.0568756e-05,1,0.5,0.5,0.5,0
-3.8132001e-12,-0.0029232887,-0.0097471187,-3.1339502e-05,1,0.50099999,0.5,0.50099999,0
1.0043512e-11,-0.0029334154,-0.0097745014,-3.2376344e-05,1,0.50199997,0.5,0.50199997,0
2.390105e-11,-0.0029435426,-0.0098018857,-3.3413249e-05,1,0.50300002,0.5,0.50300002,0
3.7757761e-11,-0.0029536693,-0.0098292684,-3.4450092e-05,1,0.50400001,0.5,0.50400001,0
5.1614473e-11,-0.002963796,-0.009856651,-3.5486935e-05,1,0.505,0.5,0.505,0
6.5471185e-11,-0.0029739227,-0.0098840337,-3.6523777e-05,1,0.50599998,0.5,0.50599998,0
7.9328723e-11,-0.00298405,-0.009911418,-3.7560682e-05,1,0.50700003,0.5,0.50700003,0
9.3185435e-11,-0.0029941767,-0.0099388007,-3.8597525e-05,1,0.50800002,0.5,0.50800002,0
1.0704215e-10,-0.0030043033,-0.0099661833,-3.9634367e-05,1,0.509,0.5,0.509,0
1.2089886e-10,-0.00301443,-0.009993566,-4.067121e-05,1,0.50999999,0.5,0.50999999,0
1.3475557e-10,-0.0030245567,-0.010020949,-4.1708053e-05,1,0.51099998,0.5,0.51099998,0
1.4861311e-10,-0.003034684,-0.010048333,-4.2744957e-05,1,0.51200002,0.5,0.51200002,0
1.6246982e-10,-0.0030448107,-0.010075716,-4.37818e-05,1,0.51300001,0.5,0.51300001,0
1.7632653e-10,-0.0030549373,-0.010103098,-4.4818643e-05,1,0.514,0.5,0.514,0
1.9018324e-10,-0.003065064,-0.010130481,-4.5855486e-05,1,0.51499999,0.5,0.51499999,0
2.0403996e-10,-0.0030751907,-0.010157864,-4.6892328e-05,1,0.51599997,0.5,0.51599997,0
2.1789749e-10,-0.003085318,-0.010185248,-4.7929233e-05,1,0.51700002,0.5,0.51700002,0
2.3175421e-10,-0.0030954447,-0.010212631,-4.8966076e-05,1,0.51800001,0.5,0.51800001,0
2.4561092e-10,-0.0031055714,-0.010240013,-5.0002918e-05,1,0.51899999,0.5,0.51899999,0
