"omega","psi","vx","vy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.16178445,-0.039997393,-0.15941325,0.16302216,1,0.292,0.292,0.5,0
-0.17594432,-0.040151172,-0.15994907,0.16234406,1,0.29300001,0.29300001,0.5,0
-0.19010377,-0.040304946,-0.16048488,0.16166598,1,0.294,0.294,0.5,0
-0.20426322,-0.04045872,-0.16102068,0.1609879,1,0.29499999,0.29499999,0.5,0
-0.21842309,-0.040612499,-0.1615565,0.1603098,1,0.296,0.296,0.5,0
-0.23258254,-0.040766274,-0.16209231,0.15963172,1,0.29699999,0.29699999,0.5,0
-0.24674241,-0.040920053,-0.16262813,0.15895362,1,0.29800001,0.29800001,0.5,0
-0.26090186,-0.041073827,-0.16316394,0.15827555,1,0.29899999,0.29899999,0.5,0
-0.27506174,-0.041227606,-0.16369976,0.15759745,1,0.30000001,0.30000001,0.5,0
-0.28922119,-0.04138138,-0.16423556,0.15691937,1,0.301,0.301,0.5,0
-0.30338064,-0.041535155,-0.16477137,0.15624129,1,0.30199999,0.30199999,0.5,0
-0.31754051,-0.041688934,-0.16530719,0.15556319,1,0.303,0.303,0.5,0
-0.33169996,-0.041842708,-0.165843,0.15488511,1,0.30399999,0.30399999,0.5,0
-0.34585983,-0.041996487,-0.16637882,0.15420701,1,0.30500001,0.30500001,0.5,0
-0.36001928,-0.042150261,-0.16691462,0.15352893,1,0.30599999,0.30599999,0.5,0
-0.37417915,-0.04230404,-0.16745045,0.15285084,1,0.30700001,0.30700001,0.5,0
-0.38833861,-0.042457815,-0.16798625,0.15217276,1,0.308,0.308,0.5,0
